technique,experiment_time_seconds,e_inspect,@1,@1%,@3,@3%,@5,@5%,@10,@10%,exam_score,java_exam_score,cumulative_distance,sv_comp_overall_score
Tarantula,908,1265,7,14.58,15,31.25,20,41.67,25,52.08,0.0503,0.0026,143.55054729043727,-2.287246078755411
Ochiai,908,1258,7,14.58,15,31.25,20,41.67,25,52.08,0.0503,0.0025,134.79112628545678,-1.9314423594968189
DStar,908,1257,7,14.58,15,31.25,20,41.67,25,52.08,0.0503,0.0025,130.91716685436148,-1.928789653962937
Metallaxis,18649,8306,5,10.42,13,27.08,15,31.25,17,35.42,0.1736,0.0009,159.9394528744418,-3.0912305228756423
Muse,18649,8331,1,2.08,7,14.58,10,20.83,14,29.17,0.1746,0.0027,208.6069721533119,-4.447036346745344
PS,11623,16157,0,0.0,0,0.0,0,0.0,0,0.0,0.2984,,6.896947473174109,-9.842802749344806
ST,2,5730,0,0.0,5,10.42,8,16.67,18,37.5,0.0975,0.0024,99.8503174508282,-3.0451886615144814
SBFL,908.0,1260.0,7.0,14.58,15.0,31.25,20.0,41.67,25.0,52.080000000000005,0.05029999999999999,0.0025333333333333336,136.41961347675183,-2.0491593640717225
MBFL,18649.0,8318.5,3.0,6.25,10.0,20.83,12.5,26.04,15.5,32.295,0.1741,0.0018,184.27321251387684,-3.7691334348104935
