project_name,bug_number,cumulative_distance,sv_comp_overall_score
black,1,19.08108531994981,-2.404720828105395
black,3,4.485455412494039,-2.0343347639484977
black,4,187.05789076264787,-2.002013591744274
black,6,21.56107329842932,-2.074083769633508
black,7,1.871866418637612,-2.0914164230667023
black,8,0.4696485623003195,2.843450479233227
black,10,3.7769058295964126,1.7410313901345287
black,11,9.219542109566639,-2.2308530934859636
black,14,0.003417829678154372,1.6352243598042517
black,15,0.0004268761205498164,7.2303423546486805
black,18,155.27382753403936,-2.006051437216339
black,19,1.0377522754254056,-2.0015829046299958
black,23,5.115599751398384,-2.065257924176507
cookiecutter,1,0.005263157894736842,-2.0052631578947366
cookiecutter,2,27.952755905511808,-2.2992125984251963
cookiecutter,3,0.43595041322314043,-2.053719008264463
cookiecutter,4,5,-7
fastapi,1,0.0,8
fastapi,2,501.4858728557013,-3.2971745711402622
fastapi,3,12.873880487446778,-1.288503890764939
fastapi,4,207.1916261886844,-5.767120476157899
fastapi,5,448.6842105263158,-10.157894736842104
fastapi,6,239.16654032747115,-6.72657671315949
fastapi,7,513.9285714285714,-11.375
fastapi,9,550.0,-12.0
fastapi,10,220.20525259284042,-2.003512880562061
fastapi,11,344.3397358943578,-8.260722470806504
fastapi,12,496.4808777429467,-2.0068965517241377
fastapi,14,343.75,-8.25
fastapi,16,0.0,8
httpie,2,334.3698761555904,-7.95124716553288
httpie,3,225.1315789473684,-7.0
httpie,4,312.361863488624,-7.608884073672807
httpie,5,2.4999999999999996,1
keras,1,10.11996734059574,-1.6839994061926498
keras,3,510.9021058622651,-11.289129197495729
keras,5,241.15777886497062,-6.384686888454011
keras,6,157.52970297029702,-7.0
keras,7,471.1401064773736,-3.7130434782608694
keras,10,0.006600660066006601,1.3311331133113313
keras,14,15.0,-2.0
keras,17,50.18750000000001,-5.768750000000001
keras,18,76.90587967183227,-2.235870556061987
keras,20,2.789160759204208,-2.1930025154356274
keras,26,8.10398230088496,-2.1473451327433626
keras,31,13.405919153031762,-2.2437439846005773
keras,33,0.0,8.0
keras,35,3.5836614173228343,-2.0651574803149604
keras,38,10.629526462395544,-2.6736304549675025
keras,40,0.0,8
keras,41,0.03076923076923077,1.3230769230769233
keras,43,0.8369565217391304,-2.108695652173913
pandas,2,122.03337667967057,-2.0056350238404854
pandas,12,519.4444444444445,-11.444444444444445
pandas,23,180.8914849428868,-4.887405429461504
pandas,43,550.0,-12.0
pandas,54,0.03076923076923077,-2.005128205128205
pandas,56,543.125,-11.875
pandas,68,302.1810260257372,-7.494200473195222
pandas,72,117.85781565373401,-8.428616281677506
pandas,74,505.05639097744364,-10.7515664160401
pandas,77,460.1071428571429,-6.007142857142857
pandas,81,495.0,-11
pandas,84,385.6648148148148,-3.037037037037037
pandas,116,550.0,-12.0
pandas,137,467.5,-11.5
pandas,141,550.0,-12.0
pandas,143,550.0,-12.0
pandas,146,0.03565365025466893,1.994057724957555
pandas,168,202.81516936671576,-6.094992636229749
sanic,1,20.37179614544009,-2.2312239221140473
sanic,3,176.74182561307902,-2.0088555858310624
sanic,4,275.0,-7
spacy,1,0,-10
spacy,2,72.30243902439024,-6.667886178861789
spacy,3,0.015985790408525755,-2.0017761989342806
spacy,4,0.0,8
spacy,5,118.15521474710081,-4.004633651896901
spacy,6,188.2317957644329,-5.119365983595749
thefuck,2,0.9554896142433235,-2.0148367952522257
thefuck,3,0,-10
thefuck,4,15.0,-2.0
thefuck,6,0.0,8
thefuck,7,550.0,-12.0
thefuck,8,45.2625,-7.0875
thefuck,13,520.1304347826087,-2.0434782608695654
thefuck,14,0.0,8
thefuck,15,0.0,8
thefuck,17,122.43197278911565,-2.1224489795918364
thefuck,19,210.0,-12
thefuck,20,15.0,-2.0
thefuck,25,10,-12
thefuck,26,0.11538461538461539,2.9615384615384617
thefuck,28,0.0,8
thefuck,29,5,-7
tornado,1,260.7119565217391,-6.047463768115942
tornado,5,0.02403924775143091,1.991986917416189
tornado,6,50.49194677871148,-2.0841503267973858
tornado,8,260.409200968523,-6.027280064568201
tqdm,4,14.22532517214996,-2.37796480489671
tqdm,5,14.51388888888889,-2.085760517799353
tqdm,6,69.79504870129871,-2.0016233766233764
tqdm,7,18.009708737864077,-2.327449249779347
tqdm,8,4.790865384615384,-2.0440705128205128
tqdm,9,0.001092896174863388,4.665573770491803
youtube-dl,1,0.0055312580396192435,1.3314895806534603
youtube-dl,2,116.00218886804251,-3.5963101938711697
youtube-dl,6,0.0005900865460267506,2.999803304484658
youtube-dl,7,0.010649627263045792,-0.3343982960596381
youtube-dl,13,0.0057644110275689225,-0.6671679197994984
youtube-dl,15,0.2503898128898129,-2.005977130977131
youtube-dl,17,0.001176778242677824,0.4996077405857742
youtube-dl,18,22.4804794860757,-2.033643498129077
youtube-dl,20,1.2651673640167365,-2.0047071129707112
youtube-dl,21,0.00018299935950224174,4.666483667307165
youtube-dl,24,229.25991574188245,-6.168362104397863
youtube-dl,25,0.04124275595621378,-1.0019639407598198
youtube-dl,31,0.005657708628005658,0.8561999057048566
youtube-dl,34,0.337705918242831,-2.0090756558877363
youtube-dl,41,0.1636661211129296,-2.01582105837425
youtube-dl,43,0.0054894784995425435,-2.001829826166514
