project_name,bug_number,experiment_time_seconds,e_inspect,exam_score,cumulative_distance,sv_comp_overall_score
youtube-dl,15,891.6497943401337,53015.5,0.5000094313819804,0.006496881496881497,-2.0064968814968815
youtube-dl,17,21.799129247665405,33893.333333333336,0.33333661162416367,0,-10
youtube-dl,18,507.5519185066223,50522.5,0.5000049483393373,0,-10
youtube-dl,20,11.767359972000122,33449.333333333336,0.33333665513999755,0,-10
youtube-dl,21,25.272900819778442,32037.333333333332,0.3333368015454353,0,-10
youtube-dl,24,16454.483955860138,22311.25,0.2500364219114219,40.019112207151665,-3.0095561035758323
youtube-dl,25,264.5544602870941,21074.0,0.2500207619025021,0.009336767546683838,-2.00032195750161
youtube-dl,31,163.38179850578308,3655.909090909091,0.0909113515419777,0,-10
youtube-dl,34,8.894504070281982,9118.5,0.2500068543854358,0,-10
youtube-dl,41,14.524153470993042,6835.0,0.33334959032383926,0,-10
youtube-dl,43,24.447188138961792,8536.5,0.5000292877225867,0,-10
