project_name,bug_number,granularity,technique,crashing,predicate,mutable_bug,percentage_of_mutants_on_ground_truth,experiment_time_seconds,e_inspect,is_bug_localized,exam_score,java_exam_score,output_length,cumulative_distance,sv_comp_overall_score
black,14,Statement,Ochiai,1,1,1,5.742574257425743,52.5775830745697,1.0,1,1.1112716281240624e-05,1.1112716281240624e-05,1980,1.0,-3.0
cookiecutter,1,Statement,Ochiai,1,0,0,0.0,14.507770538330078,3.0,1,0.0019646365422396855,0.0019646365422396855,239,4.005263157894737,-3.0052631578947366
fastapi,3,Statement,Ochiai,1,1,1,5.172413793103448,12.749234676361084,4.5,1,0.001016719385449616,0.001016719385449616,660,4.5,-3.0052672147995887
fastapi,7,Statement,Ochiai,1,0,0,0.0,2.0202980041503906,3.5,1,0.0008149010477299185,0.0008149010477299185,368,3.5,-6.507246376811595
fastapi,11,Statement,Ochiai,1,0,0,0.0,2.027017116546631,1369.3333333333333,0,0.36408756536382164,-1,173,0,-5.135926105979582
fastapi,16,Statement,Ochiai,1,1,1,66.66666666666666,0.7255284786224365,1.0,1,0.00039416633819471815,0.00039416633819471815,42,1.0,-3.0
httpie,3,Statement,Ochiai,1,0,1,0.47393364928909953,15.367119312286377,121.0,1,0.044600073719130114,0.044600073719130114,715,0,-7.0
keras,3,Statement,Ochiai,1,0,0,0.0,184.52024579048157,94.25,1,0.0024612210790202122,0.0024612210790202122,5320,0,-11.772504917040697
keras,10,Statement,Ochiai,1,1,1,25.0,87.1016194820404,1.5,1,4.044107735030061e-05,4.044107735030061e-05,4133,1.5,-3.0008250825082508
keras,14,Statement,Ochiai,1,0,1,45.45454545454545,26.784066915512085,1.5,1,4.1849175571241246e-05,4.1849175571241246e-05,2471,1.5,-7.5
keras,18,Statement,Ochiai,1,0,0,0.0,28.64491105079651,19.5,1,0.0005511276920468034,0.0005511276920468034,1913,17.28179124886053,-3.0006836827711942
keras,20,Statement,Ochiai,1,1,0,0.0,1174.6866481304169,21.363636363636363,1,0.0006033562009612619,0.0006033562009612619,8487,31.649168928086837,-7.0
keras,26,Statement,Ochiai,1,0,0,0.0,32.99368643760681,22.0,1,0.000563481289859898,0.000563481289859898,1504,0,-3.013913410816607
keras,31,Statement,Ochiai,1,0,0,0.0,28.89354920387268,9.0,1,0.00023336617746201317,0.00023336617746201317,1402,9.0,-3.0059228548160215
keras,33,Statement,Ochiai,1,1,1,95.45454545454545,6.845127820968628,1.6666666666666665,1,4.346503238144912e-05,4.346503238144912e-05,963,1.6666666666666665,-3.0034530386740332
keras,35,Statement,Ochiai,1,1,1,0.2145922746781116,18.091214179992676,7.5,1,0.00019959548648073238,0.00019959548648073238,1350,7.5,-3.048256467941507
keras,38,Statement,Ochiai,1,0,1,0.11771630370806356,182.33350825309753,13.5,1,0.00036941768826619965,0.00036941768826619965,6056,26.820566388115132,-4.008588672237697
luigi,3,Statement,Ochiai,1,0,1,2.4390243902439024,22.991326093673706,1.0,1,4.669624095260332e-05,4.669624095260332e-05,1956,1.0,-3.0
luigi,6,Statement,Ochiai,1,1,0,0.0,22.192190170288086,5.666666666666667,1,0.00029716643068156,0.00029716643068156,1840,19.698162729658794,-6.0078740157480315
luigi,13,Statement,Ochiai,1,0,0,0.0,24.50883936882019,1.0,1,5.983008256551394e-05,5.983008256551394e-05,1847,1.0,-3.0
luigi,22,Statement,Ochiai,1,0,0,0.0,48.29774236679077,7256.5,0,0.5552452368199556,-1,1443,5.522889114954221,-3.0183112919633777
luigi,23,Statement,Ochiai,1,0,0,0.0,69.48485374450684,437.75,1,0.033449224421181326,0.033449224421181326,1666,26.026026026026024,-7
luigi,26,Statement,Ochiai,1,1,1,16.666666666666664,1.0492701530456543,4.0,1,0.0003273858241938124,0.0003273858241938124,130,5.509933774834437,-3.119205298013245
luigi,29,Statement,Ochiai,1,1,1,19.565217391304348,4.152209997177124,10.333333333333334,1,0.0008674725766733826,0.0008674725766733826,791,3.846534653465347,-3.2194719471947195
luigi,32,Statement,Ochiai,1,0,0,0.0,4.5186767578125,6295.0,0,0.5323017081007949,-1,763,1.9921875,-3.3307291666666665
pandas,2,Statement,Ochiai,1,1,1,0.6765899864682002,1341.9947276115417,66.0,1,0.0005138386079644984,0.0005138386079644984,8158,27.50108365843086,-7.627329865626354
pandas,12,Statement,Ochiai,1,0,1,0.1620745542949757,2552.903843164444,95.0,1,0.0007437854766099041,0.0007437854766099041,8671,0,-11.148936170212766
pandas,23,Statement,Ochiai,1,0,0,0.0,49.26249623298645,16.5,1,0.00012961406430428668,0.00012961406430428668,2561,4.004153686396677,-4.293724966622163
pandas,68,Statement,Ochiai,1,0,0,0.0,23.321685075759888,26315.0,0,0.20974478328099344,-1,1528,0,-6.760933476612396
pandas,72,Statement,Ochiai,1,1,1,1.6006739679865205,15.268394708633423,3.25,1,2.5925128229672706e-05,2.5925128229672706e-05,4158,3.25,-8.250078492935636
pandas,77,Statement,Ochiai,1,0,0,0.0,0.4080839157104492,14.0,1,0.00011173362703315296,0.00011173362703315296,27,0,-9.337112622826908
pandas,81,Statement,Ochiai,1,1,1,2.1505376344086025,23140.768271684647,87.5,1,0.000700224071702945,0.000700224071702945,17245,207.5,-7.0
pandas,84,Statement,Ochiai,1,0,0,0.0,42.223748207092285,2.6666666666666665,1,2.1355543098155415e-05,2.1355543098155415e-05,6888,12.666666666666666,-4.019212962962963
pandas,116,Statement,Ochiai,1,0,0,0.0,2121.0391430854797,183.5,1,0.0014703290011378023,0.0014703290011378023,8989,105.0,-12.0
pandas,137,Statement,Ochiai,1,1,1,0.1282051282051282,3366.506372451782,245.5,1,0.001960518119819201,0.001960518119819201,10639,1.782767433369843,-3.782767433369843
pandas,141,Statement,Ochiai,1,0,1,6.2645011600928076,46.401092290878296,92.5,1,0.0007409780910802259,0.0007409780910802259,3588,0,-12.0
pandas,143,Statement,Ochiai,1,1,1,0.49261083743842365,2166.20321059227,51.5,1,0.0004127462452113421,0.0004127462452113421,10692,0,-12.0
pandas,146,Statement,Ochiai,1,1,1,19.047619047619047,48.27202129364014,2.5,1,2.0057927294025143e-05,2.0057927294025143e-05,3610,2.5,-3.008064516129032
pandas,168,Statement,Ochiai,1,1,0,0.0,6296.336213111877,6.5,1,5.170630816959669e-05,5.170630816959669e-05,13476,32.504418262150224,-3.004418262150221
spacy,4,Statement,Ochiai,1,0,1,46.51162790697674,4.43233323097229,13.0,1,0.0001294665976178146,0.0001294665976178146,365,2.0851063829787235,-3.049645390070922
spacy,5,Statement,Ochiai,1,0,0,0.0,38.57931137084961,1.0,1,1.002194806626512e-05,1.002194806626512e-05,1382,1.0,-3.0
thefuck,4,Statement,Ochiai,1,0,1,37.5,27.40939736366272,4.0,1,0.0009675858732462506,0.0009675858732462506,67,4.0,-4.2778761061946895
thefuck,6,Statement,Ochiai,1,0,1,4.545454545454546,1.3505890369415283,2.0,1,0.0004889975550122249,0.0004889975550122249,54,2.0,-6.013888888888888
tqdm,4,Statement,Ochiai,1,0,0,0.0,36.23267221450806,1.0,1,0.0004938271604938272,0.0004938271604938272,526,1.0,-3.0
tqdm,5,Statement,Ochiai,1,1,1,1.240694789081886,80.39165186882019,8.333333333333334,1,0.004313319530710835,0.004313319530710835,511,14.800566343042071,-3.078883495145631
tqdm,6,Statement,Ochiai,1,0,0,0.0,42.12509560585022,1.0,1,0.0005307855626326964,0.0005307855626326964,501,1.0,-3.0
tqdm,7,Statement,Ochiai,1,0,0,0.0,0.7109723091125488,933.0,0,0.5112328767123288,-1,40,0,-3.3220873786407767
tqdm,9,Statement,Ochiai,1,1,1,4.761904761904762,6.175822496414185,3.4,1,0.006343283582089552,0.006343283582089552,168,4.4032786885245905,-3.00327868852459
youtube-dl,17,Statement,Ochiai,1,0,1,3.8461538461538463,82.45962834358215,2.0,1,1.9669744981756312e-05,1.9669744981756312e-05,2170,2.0,-3.0003138075313807
black,14,Statement,DStar,1,1,1,5.742574257425743,52.5775830745697,1.0,1,1.1112716281240624e-05,1.1112716281240624e-05,1980,1.0,-3.0
cookiecutter,1,Statement,DStar,1,0,0,0.0,14.507770538330078,3.0,1,0.0019646365422396855,0.0019646365422396855,239,4.005263157894737,-3.0052631578947366
fastapi,3,Statement,DStar,1,1,1,5.172413793103448,12.749234676361084,4.5,1,0.001016719385449616,0.001016719385449616,660,4.5,-3.0052672147995887
fastapi,7,Statement,DStar,1,0,0,0.0,2.0202980041503906,3.5,1,0.0008149010477299185,0.0008149010477299185,368,3.5,-6.507246376811595
fastapi,11,Statement,DStar,1,0,0,0.0,2.027017116546631,1369.3333333333333,0,0.36408756536382164,-1,173,0,-5.135926105979582
fastapi,16,Statement,DStar,1,1,1,66.66666666666666,0.7255284786224365,1.0,1,0.00039416633819471815,0.00039416633819471815,42,1.0,-3.0
httpie,3,Statement,DStar,1,0,1,0.47393364928909953,15.367119312286377,121.0,1,0.044600073719130114,0.044600073719130114,715,0,-7.0
keras,3,Statement,DStar,1,0,0,0.0,184.52024579048157,94.25,1,0.0024612210790202122,0.0024612210790202122,5320,0,-11.772504917040697
keras,10,Statement,DStar,1,1,1,25.0,87.1016194820404,1.5,1,4.044107735030061e-05,4.044107735030061e-05,4133,1.5,-3.0008250825082508
keras,14,Statement,DStar,1,0,1,45.45454545454545,26.784066915512085,1.5,1,4.1849175571241246e-05,4.1849175571241246e-05,2471,1.5,-7.5
keras,18,Statement,DStar,1,0,0,0.0,28.64491105079651,19.5,1,0.0005511276920468034,0.0005511276920468034,1913,17.28179124886053,-3.0006836827711942
keras,20,Statement,DStar,1,1,0,0.0,1174.6866481304169,21.363636363636363,1,0.0006033562009612619,0.0006033562009612619,8487,31.649168928086837,-7.0
keras,26,Statement,DStar,1,0,0,0.0,32.99368643760681,22.0,1,0.000563481289859898,0.000563481289859898,1504,0,-3.013913410816607
keras,31,Statement,DStar,1,0,0,0.0,28.89354920387268,9.0,1,0.00023336617746201317,0.00023336617746201317,1402,9.0,-3.0059228548160215
keras,33,Statement,DStar,1,1,1,95.45454545454545,6.845127820968628,1.6666666666666665,1,4.346503238144912e-05,4.346503238144912e-05,963,1.6666666666666665,-3.0034530386740332
keras,35,Statement,DStar,1,1,1,0.2145922746781116,18.091214179992676,7.5,1,0.00019959548648073238,0.00019959548648073238,1350,7.5,-3.048256467941507
keras,38,Statement,DStar,1,0,1,0.11771630370806356,182.33350825309753,13.5,1,0.00036941768826619965,0.00036941768826619965,6056,26.820566388115132,-4.008588672237697
luigi,3,Statement,DStar,1,0,1,2.4390243902439024,22.991326093673706,1.0,1,4.669624095260332e-05,4.669624095260332e-05,1956,1.0,-3.0
luigi,6,Statement,DStar,1,1,0,0.0,22.192190170288086,5.666666666666667,1,0.00029716643068156,0.00029716643068156,1840,19.698162729658794,-6.0078740157480315
luigi,13,Statement,DStar,1,0,0,0.0,24.50883936882019,1.0,1,5.983008256551394e-05,5.983008256551394e-05,1847,1.0,-3.0
luigi,22,Statement,DStar,1,0,0,0.0,48.29774236679077,7256.5,0,0.5552452368199556,-1,1443,5.522889114954221,-3.0183112919633777
luigi,23,Statement,DStar,1,0,0,0.0,69.48485374450684,437.75,1,0.033449224421181326,0.033449224421181326,1666,26.026026026026024,-7
luigi,26,Statement,DStar,1,1,1,16.666666666666664,1.0492701530456543,4.0,1,0.0003273858241938124,0.0003273858241938124,130,5.509933774834437,-3.119205298013245
luigi,29,Statement,DStar,1,1,1,19.565217391304348,4.152209997177124,10.333333333333334,1,0.0008674725766733826,0.0008674725766733826,791,3.846534653465347,-3.2194719471947195
luigi,32,Statement,DStar,1,0,0,0.0,4.5186767578125,6295.0,0,0.5323017081007949,-1,763,1.9921875,-3.3307291666666665
pandas,2,Statement,DStar,1,1,1,0.6765899864682002,1341.9947276115417,52.0,1,0.0004048425396083927,0.0004048425396083927,8158,17.030992631122672,-7
pandas,12,Statement,DStar,1,0,1,0.1620745542949757,2552.903843164444,95.0,1,0.0007437854766099041,0.0007437854766099041,8671,0,-11.148936170212766
pandas,23,Statement,DStar,1,0,0,0.0,49.26249623298645,16.5,1,0.00012961406430428668,0.00012961406430428668,2561,4.004153686396677,-4.293724966622163
pandas,68,Statement,DStar,1,0,0,0.0,23.321685075759888,26315.0,0,0.20974478328099344,-1,1528,0,-6.760933476612396
pandas,72,Statement,DStar,1,1,1,1.6006739679865205,15.268394708633423,3.25,1,2.5925128229672706e-05,2.5925128229672706e-05,4158,3.25,-8.250078492935636
pandas,77,Statement,DStar,1,0,0,0.0,0.4080839157104492,14.0,1,0.00011173362703315296,0.00011173362703315296,27,0,-9.337112622826908
pandas,81,Statement,DStar,1,1,1,2.1505376344086025,23140.768271684647,87.5,1,0.000700224071702945,0.000700224071702945,17245,207.5,-7.0
pandas,84,Statement,DStar,1,0,0,0.0,42.223748207092285,2.6666666666666665,1,2.1355543098155415e-05,2.1355543098155415e-05,6888,12.666666666666666,-4.019212962962963
pandas,116,Statement,DStar,1,0,0,0.0,2121.0391430854797,183.5,1,0.0014703290011378023,0.0014703290011378023,8989,105.0,-12.0
pandas,137,Statement,DStar,1,1,1,0.1282051282051282,3366.506372451782,205.5,1,0.0016410854322722844,0.0016410854322722844,10639,31.78276743336984,-3.782767433369843
pandas,141,Statement,DStar,1,0,1,6.2645011600928076,46.401092290878296,92.5,1,0.0007409780910802259,0.0007409780910802259,3588,0,-12.0
pandas,143,Statement,DStar,1,1,1,0.49261083743842365,2166.20321059227,50.5,1,0.0004047317550130636,0.0004047317550130636,10692,0,-12.0
pandas,146,Statement,DStar,1,1,1,19.047619047619047,48.27202129364014,2.5,1,2.0057927294025143e-05,2.0057927294025143e-05,3610,2.5,-3.008064516129032
pandas,168,Statement,DStar,1,1,0,0.0,6296.336213111877,6.5,1,5.170630816959669e-05,5.170630816959669e-05,13476,32.504418262150224,-3.004418262150221
spacy,4,Statement,DStar,1,0,1,46.51162790697674,4.43233323097229,13.0,1,0.0001294665976178146,0.0001294665976178146,365,2.0851063829787235,-3.049645390070922
spacy,5,Statement,DStar,1,0,0,0.0,38.57931137084961,1.0,1,1.002194806626512e-05,1.002194806626512e-05,1382,1.0,-3.0
thefuck,4,Statement,DStar,1,0,1,37.5,27.40939736366272,4.0,1,0.0009675858732462506,0.0009675858732462506,67,4.0,-4.2778761061946895
thefuck,6,Statement,DStar,1,0,1,4.545454545454546,1.3505890369415283,2.0,1,0.0004889975550122249,0.0004889975550122249,54,2.0,-6.013888888888888
tqdm,4,Statement,DStar,1,0,0,0.0,36.23267221450806,1.0,1,0.0004938271604938272,0.0004938271604938272,526,1.0,-3.0
tqdm,5,Statement,DStar,1,1,1,1.240694789081886,80.39165186882019,8.333333333333334,1,0.004313319530710835,0.004313319530710835,511,14.800566343042071,-3.078883495145631
tqdm,6,Statement,DStar,1,0,0,0.0,42.12509560585022,1.0,1,0.0005307855626326964,0.0005307855626326964,501,1.0,-3.0
tqdm,7,Statement,DStar,1,0,0,0.0,0.7109723091125488,933.0,0,0.5112328767123288,-1,40,0,-3.3220873786407767
tqdm,9,Statement,DStar,1,1,1,4.761904761904762,6.175822496414185,3.4,1,0.006343283582089552,0.006343283582089552,168,4.4032786885245905,-3.00327868852459
youtube-dl,17,Statement,DStar,1,0,1,3.8461538461538463,82.45962834358215,2.0,1,1.9669744981756312e-05,1.9669744981756312e-05,2170,2.0,-3.0003138075313807
black,14,Statement,Metallaxis,1,1,1,5.742574257425743,11397.33365225792,2.4,1,2.6670519074977497e-05,2.6670519074977497e-05,125,2.4,-3.0011392765593845
cookiecutter,1,Statement,Metallaxis,1,0,0,0.0,15.119228601455688,764.5,0,0.5006548788474132,-1,1,1.0052631578947369,-3.0052631578947366
fastapi,3,Statement,Metallaxis,1,1,1,5.172413793103448,1301.428593158722,2.666666666666667,1,0.0006025003765627354,0.0006025003765627354,23,2.666666666666667,-4.859932462193511
fastapi,7,Statement,Metallaxis,1,0,0,0.0,323.9393322467804,1451.3333333333333,0,0.33791230112533954,-1,29,22.5,-11.375
fastapi,11,Statement,Metallaxis,1,0,0,0.0,587.9990510940552,1286.6666666666667,0,0.34210759549765135,-1,49,0,-8.64847757284732
fastapi,16,Statement,Metallaxis,1,1,1,66.66666666666666,14.806779384613037,1.0,1,0.00039416633819471815,0.00039416633819471815,2,1.0,-3.0
httpie,3,Statement,Metallaxis,1,0,1,0.47393364928909953,612.1916303634644,13.0,1,0.004791743457427202,0.004791743457427202,91,77.63157894736842,-7.0
keras,3,Statement,Metallaxis,1,0,0,0.0,55411.42900657654,5655.0,0,0.14767326474121273,-1,215,0,-11.3605577689243
keras,10,Statement,Metallaxis,1,1,1,25.0,1428.1467032432556,2.0,1,5.3921436467067486e-05,5.3921436467067486e-05,8,2.0,-3.0022002200220026
keras,14,Statement,Metallaxis,1,0,1,45.45454545454545,1781.590609550476,1.5,1,4.1849175571241246e-05,4.1849175571241246e-05,6,1.5,-7.5
keras,18,Statement,Metallaxis,1,0,0,0.0,2745.791868209839,5070.142857142857,0,0.1432972374976784,-1,18,31.566317228805836,-3.2358705560619874
keras,20,Statement,Metallaxis,1,1,0,0.0,124819.54414367676,1421.16,0,0.04013669227293267,-1,5,9.418705694031559,-3.1930025154356274
keras,26,Statement,Metallaxis,1,0,0,0.0,6982.627624511719,19555.5,0,0.5008708347206926,-1,67,0,-3.147345132743363
keras,31,Statement,Metallaxis,1,0,0,0.0,3046.171303510666,12878.333333333334,0,0.33392971356462514,-1,34,9.006496631376322,-3.2437439846005773
keras,33,Statement,Metallaxis,1,1,1,95.45454545454545,136.22279143333435,1.0,1,2.6079019428869475e-05,2.6079019428869475e-05,3,1.0,-3.0
keras,35,Statement,Metallaxis,1,1,1,0.2145922746781116,3499.2164299488068,53.5,1,0.001423781136895891,0.001423781136895891,101,0,-3.0651574803149604
keras,38,Statement,Metallaxis,1,0,1,0.11771630370806356,162475.837921381,6.0,1,0.00016418563922942207,0.00016418563922942207,509,22.515552460538533,-4.109099350046425
luigi,3,Statement,Metallaxis,1,0,1,2.4390243902439024,829.0209035873413,1.0,1,4.669624095260332e-05,4.669624095260332e-05,13,1.0,-3.0
luigi,6,Statement,Metallaxis,1,1,0,0.0,5336.794593334198,1308.6666666666667,0,0.06862796510916497,-1,40,130.4278215223097,-7.0
luigi,13,Statement,Metallaxis,1,0,0,0.0,3554.548217535019,8362.5,0,0.5003290654541104,-1,10,26.972560975609756,-3.0060975609756095
luigi,22,Statement,Metallaxis,1,0,0,0.0,931.4434123039246,6535.5,0,0.5000765169485041,-1,1,1.0183112919633774,-3.0183112919633777
luigi,23,Statement,Metallaxis,1,0,0,0.0,16661.091416597366,2626.4,0,0.2006877053564606,-1,11,187.23123123123122,-7
luigi,26,Statement,Metallaxis,1,1,1,16.666666666666664,458.1725857257843,1.0,1,8.18464560484531e-05,8.18464560484531e-05,18,1.0,-3.0
luigi,29,Statement,Metallaxis,1,1,1,19.565217391304348,197.0684049129486,3.333333333333333,1,0.0002798298634430266,0.0002798298634430266,10,4.511551155115511,-3.1782178217821784
luigi,32,Statement,Metallaxis,1,0,0,0.0,290.92625069618225,5922.5,0,0.5008033147302554,-1,18,119.4140625,-3.3020833333333335
pandas,2,Statement,Metallaxis,1,1,1,0.6765899864682002,45242.27771639824,6.5,1,5.0605317451049084e-05,5.0605317451049084e-05,527,7.505635023840485,-3.0056350238404854
pandas,12,Statement,Metallaxis,1,0,1,0.1620745542949757,57601.012444257736,28.5,1,0.00022313564298297124,0.00022313564298297124,236,0,-11.444444444444445
pandas,23,Statement,Metallaxis,1,0,0,0.0,17276.90990948677,42696.666666666664,0,0.33539930296436526,-1,394,12.612668743509865,-5.601691143747218
pandas,68,Statement,Metallaxis,1,0,0,0.0,2871.5640914440155,25165.4,0,0.20058184948430602,-1,91,7.6669167291822955,-7.825033181372266
