project_name,bug_number,granularity,technique,crashing,predicate,mutable_bug,percentage_of_mutants_on_ground_truth,experiment_time_seconds,e_inspect,is_bug_localized,exam_score,java_exam_score,output_length,cumulative_distance,cumulative_distance2,sv_comp_overall_score
fastapi,12,Statement,Ochiai,0,0,0,0.0,3.7883567810058594,1.0,1,0.00028050490883590464,0.00028050490883590464,349,1.0,1.0,-3.0
httpie,4,Statement,Ochiai,0,1,1,0.2785515320334262,2.3080801963806152,269.5,1,0.10498636540708998,0.10498636540708998,538,0,0,-7.624177866742921
keras,1,Statement,Ochiai,0,0,1,2.941176470588235,1049.5740146636963,1.0,1,2.6091948024839534e-05,2.6091948024839534e-05,7238,1.0,1.0,-3.0
keras,5,Statement,Ochiai,0,0,0,0.0,334.0135052204132,67.5,1,0.0018040410519563823,0.0018040410519563823,1535,0,0,-7.0571151093845845
keras,6,Statement,Ochiai,0,0,0,0.0,45.33613181114197,70.5,1,0.0019017560896657764,0.0019017560896657764,4139,0,0,-12.0
keras,17,Statement,Ochiai,0,0,1,9.615384615384617,29.182665824890137,4.5,1,0.00012706121526993448,0.00012706121526993448,2483,14.5,11.0375,-4.0375
luigi,30,Statement,Ochiai,0,1,1,1.3050570962479608,34.18578243255615,67.63636363636364,1,0.005711083647417347,0.005711083647417347,1417,22.024707412223666,6.8066319895968785,-7.0
luigi,31,Statement,Ochiai,0,0,1,0.2890173410404624,45.113813638687134,33.5,1,0.002832262428136625,0.002832262428136625,1398,44.081408140814084,9.601210121012102,-3.016501650165017
pandas,12,Statement,Ochiai,1,0,1,0.1620745542949757,2552.903843164444,95.0,1,0.0007437854766099041,0.0007437854766099041,8671,0,0,-11.148936170212766
pandas,23,Statement,Ochiai,1,0,0,0.0,49.26249623298645,16.5,1,0.00012961406430428668,0.00012961406430428668,2561,4.004153686396677,2.2937249666221624,-4.293724966622163
pandas,43,Statement,Ochiai,0,1,1,0.23134759976865238,85.88211822509766,923.75,1,0.007314340462258399,0.007314340462258399,5586,0,0,-11.880952380952381
pandas,74,Statement,Ochiai,0,1,1,0.3546099290780142,134.1193699836731,96.5,1,0.0007701331971301565,0.0007701331971301565,7666,80.0,10.0,-12.0
pandas,137,Statement,Ochiai,1,1,1,0.1282051282051282,3366.506372451782,245.5,1,0.001960518119819201,0.001960518119819201,10639,1.782767433369843,1.782767433369843,-3.782767433369843
spacy,6,Statement,Ochiai,0,1,1,0.8620689655172413,34.51030898094177,18.666666666666664,1,0.00018750292973327706,0.00018750292973327706,1433,22.5,5.0,-7.0
tornado,8,Statement,Ochiai,0,0,0,0.0,45.8743679523468,294.5,1,0.016863261566651397,0.016863261566651397,2641,0,0,-5.614608555286521
youtube-dl,13,Statement,Ochiai,0,1,1,9.090909090909092,61.20927572250366,8.5,1,7.402827008996612e-05,7.402827008996612e-05,2697,11.00062656641604,2.001597744360902,-3.000814536340852
youtube-dl,15,Statement,Ochiai,0,0,0,0.0,53.85087466239929,54201.5,0,0.5111950504107367,-1,2373,1.0057172557172558,1.0057172557172558,-3.005717255717256
youtube-dl,24,Statement,Ochiai,0,1,1,0.1520912547528517,115.31560850143433,52.25,1,0.0005855522682445759,0.0005855522682445759,1759,0,0,-6.295912816421266
youtube-dl,25,Statement,Ochiai,0,0,1,3.4482758620689653,38.36088013648987,7.666666666666667,1,9.095690619970183e-05,9.095690619970183e-05,1710,7.666666666666667,1.0021951647837033,-3.0021951647837035
black,1,Statement,DStar,0,0,0,0.0,132.3571379184723,8.5,1,9.150509737218891e-05,9.150509737218891e-05,3148,11.540464240903388,2.351092639063153,-3.3474592220828105
black,4,Statement,DStar,0,0,0,0.0,68.4707555770874,239.0,1,0.0026406505502276044,0.0026406505502276044,2254,8.625094387113013,1.1523677681492934,-3.1523677681492934
black,6,Statement,DStar,0,1,1,0.11206574523720583,58.77962040901184,29.5,1,0.00032641409223687707,0.00032641409223687707,2184,19.840575916230364,4.6357984293193715,-3.326701570680628
black,7,Statement,DStar,0,1,1,0.11876484560570072,64.7829794883728,194.0,1,0.002147704502430006,0.002147704502430006,2162,11.288865267074144,1.507668653430014,-3.507668653430014
black,10,Statement,DStar,0,1,1,1.0344827586206897,62.782360315322876,1.0,1,1.1079964100916312e-05,1.1079964100916312e-05,2125,1.0,1.0,-3.0
black,15,Statement,DStar,0,1,1,5.055368319691863,61.06019687652588,1.0,1,1.1103955228852518e-05,1.1103955228852518e-05,2021,1.0,1.0,-3.0
black,18,Statement,DStar,0,0,1,0.15467904098994587,49.46785068511963,1.5,1,0.0002920560747663551,0.0002920560747663551,1860,1.5,1.0001512859304085,-3.0001512859304085
fastapi,4,Statement,DStar,0,0,0,0.0,1.8506519794464111,121.0,1,0.027418989349648766,0.027418989349648766,371,0,0,-7.734559912476152
fastapi,5,Statement,DStar,0,0,0,0.0,1.5185177326202393,2380.0,0,0.5398049444318439,-1,350,0,0,-10.130434782608695
fastapi,6,Statement,DStar,0,1,1,1.8518518518518516,1.0297150611877441,69.0,1,0.01567469332121763,0.01567469332121763,137,0,0,-7.709186169011965
fastapi,12,Statement,DStar,0,0,0,0.0,3.7883567810058594,1.0,1,0.00028050490883590464,0.00028050490883590464,349,1.0,1.0,-3.0
httpie,4,Statement,DStar,0,1,1,0.2785515320334262,2.3080801963806152,269.5,1,0.10498636540708998,0.10498636540708998,538,0,0,-7.624177866742921
keras,1,Statement,DStar,0,0,1,2.941176470588235,1049.5740146636963,10.0,1,0.00026091948024839533,0.00026091948024839533,7238,19.399621633652348,3.329480779625449,-3.0156910750055643
keras,5,Statement,DStar,0,0,0,0.0,334.0135052204132,67.5,1,0.0018040410519563823,0.0018040410519563823,1535,0,0,-7.0571151093845845
keras,6,Statement,DStar,0,0,0,0.0,45.33613181114197,70.5,1,0.0019017560896657764,0.0019017560896657764,4139,0,0,-12.0
keras,17,Statement,DStar,0,0,1,9.615384615384617,29.182665824890137,4.5,1,0.00012706121526993448,0.00012706121526993448,2483,14.5,11.0375,-4.0375
luigi,30,Statement,DStar,0,1,1,1.3050570962479608,34.18578243255615,67.63636363636364,1,0.005711083647417347,0.005711083647417347,1417,22.024707412223666,6.8066319895968785,-7.0
luigi,31,Statement,DStar,0,0,1,0.2890173410404624,45.113813638687134,33.5,1,0.002832262428136625,0.002832262428136625,1398,44.081408140814084,9.601210121012102,-3.016501650165017
pandas,12,Statement,DStar,1,0,1,0.1620745542949757,2552.903843164444,95.0,1,0.0007437854766099041,0.0007437854766099041,8671,0,0,-11.148936170212766
pandas,23,Statement,DStar,1,0,0,0.0,49.26249623298645,16.5,1,0.00012961406430428668,0.00012961406430428668,2561,4.004153686396677,2.2937249666221624,-4.293724966622163
pandas,43,Statement,DStar,0,1,1,0.23134759976865238,85.88211822509766,923.75,1,0.007314340462258399,0.007314340462258399,5586,0,0,-11.880952380952381
pandas,74,Statement,DStar,0,1,1,0.3546099290780142,134.1193699836731,96.5,1,0.0007701331971301565,0.0007701331971301565,7666,80.0,10.0,-12.0
pandas,137,Statement,DStar,1,1,1,0.1282051282051282,3366.506372451782,205.5,1,0.0016410854322722844,0.0016410854322722844,10639,31.78276743336984,9.004989655592066,-3.782767433369843
spacy,6,Statement,DStar,0,1,1,0.8620689655172413,34.51030898094177,18.666666666666664,1,0.00018750292973327706,0.00018750292973327706,1433,22.5,5.0,-7.0
tornado,8,Statement,DStar,0,0,0,0.0,45.8743679523468,294.5,1,0.016863261566651397,0.016863261566651397,2641,0,0,-5.614608555286521
youtube-dl,13,Statement,DStar,0,1,1,9.090909090909092,61.20927572250366,8.5,1,7.402827008996612e-05,7.402827008996612e-05,2697,11.00062656641604,2.001597744360902,-3.000814536340852
youtube-dl,15,Statement,DStar,0,0,0,0.0,53.85087466239929,54201.5,0,0.5111950504107367,-1,2373,1.0057172557172558,1.0057172557172558,-3.005717255717256
youtube-dl,24,Statement,DStar,0,1,1,0.1520912547528517,115.31560850143433,52.25,1,0.0005855522682445759,0.0005855522682445759,1759,0,0,-6.295912816421266
youtube-dl,25,Statement,DStar,0,0,1,3.4482758620689653,38.36088013648987,7.666666666666667,1,9.095690619970183e-05,9.095690619970183e-05,1710,7.666666666666667,1.0021951647837033,-3.0021951647837035
black,1,Statement,Metallaxis,0,0,0,0.0,9860.772542476654,23249.25,0,0.2502852805976898,-1,35,55.700203889585936,9.915621079046424,-3.404720828105395
black,4,Statement,Metallaxis,0,0,0,0.0,36802.90059328079,45413.5,0,0.5017622751579971,-1,318,214.07928517493076,37.1036999748301,-3.002013591744274
black,6,Statement,Metallaxis,0,1,1,0.11206574523720583,60647.180084228516,158.5,1,0.0017537841904930512,0.0017537841904930512,649,4.297120418848168,2.3163176265270504,-3.074083769633508
black,7,Statement,Metallaxis,0,1,1,0.11876484560570072,38467.157809495926,7.0,1,7.749449235572187e-05,7.749449235572187e-05,412,11.592346532022322,3.220856586057224,-3.0914164230667023
black,10,Statement,Metallaxis,0,1,1,1.0344827586206897,36411.9872405529,1.6666666666666665,1,1.846660683486052e-05,1.846660683486052e-05,362,1.6666666666666665,2.008968609865471,-4.008968609865471
black,15,Statement,Metallaxis,0,1,1,5.055368319691863,37823.36705946922,1.0769230769230769,1,1.1958105631071942e-05,1.1958105631071942e-05,501,1.0769230769230769,1.0004268761205497,-3.0004268761205495
black,18,Statement,Metallaxis,0,0,1,0.15467904098994587,23721.572602033615,223.5,1,0.04351635514018692,0.04351635514018692,297,108.55068078668685,17.562481089258696,-3.006051437216339
fastapi,4,Statement,Metallaxis,0,0,0,0.0,457.368346452713,2245.0,0,0.5087242238839792,-1,76,0,0,-6.405418348498324
fastapi,5,Statement,Metallaxis,0,0,0,0.0,324.2960829734802,2229.5,0,0.5056702200045362,-1,49,50.0,8.157894736842104,-10.157894736842104
fastapi,6,Statement,Metallaxis,0,1,1,1.8518518518518516,361.4668378829956,9.0,1,0.002044525215810995,0.002044525215810995,44,9.0,5.785400242571255,-7.785400242571255
fastapi,12,Statement,Metallaxis,0,0,0,0.0,452.6882300376892,726.8,0,0.20387096774193547,-1,17,43.11724137931034,11.607523510971786,-3.0068965517241377
httpie,4,Statement,Metallaxis,0,1,1,0.2785515320334262,696.679612159729,71.5,1,0.02785352551616673,0.02785352551616673,142,0,0,-7.749729144095341
keras,1,Statement,Metallaxis,0,0,1,2.941176470588235,20474.759580373764,10.5,1,0.0002739654542608151,0.0002739654542608151,33,0,0,-3.1839994061926498
keras,5,Statement,Metallaxis,0,0,0,0.0,108732.53878593445,18736.5,0,0.5007617062219372,-1,56,0,0,-6.670401174168297
keras,6,Statement,Metallaxis,0,0,0,0.0,26618.655654668808,18792.5,0,0.506932642766583,-1,513,28.65594059405941,10.572607260726073,-7.0
keras,17,Statement,Metallaxis,0,0,1,9.615384615384617,2160.1674296855927,4.5,1,0.00012706121526993448,0.00012706121526993448,23,4.5,5.518750000000001,-7.518750000000001
luigi,30,Statement,Metallaxis,0,1,1,1.3050570962479608,134119.09413290024,1.0,1,8.443806467955755e-05,8.443806467955755e-05,165,1.0,1.0,-3.0
luigi,31,Statement,Metallaxis,0,0,1,0.2890173410404624,21219.00793480873,1.5,1,0.00012681772066283395,0.00012681772066283395,87,1.5,1.0005500550055006,-3.0005500550055006
pandas,12,Statement,Metallaxis,1,0,1,0.1620745542949757,57601.012444257736,28.5,1,0.00022313564298297124,0.00022313564298297124,236,0,0,-11.444444444444445
pandas,23,Statement,Metallaxis,1,0,0,0.0,17276.90990948677,42696.666666666664,0,0.33539930296436526,-1,394,12.612668743509865,4.604287197745141,-5.601691143747218
pandas,43,Statement,Metallaxis,0,1,1,0.23134759976865238,61607.92873764038,188.0,1,0.0014886019019264725,0.0014886019019264725,577,0,0,-12.0
pandas,74,Statement,Metallaxis,0,1,1,0.3546099290780142,13110.050924539566,14.5,1,0.00011571949594183699,0.00011571949594183699,86,99.55639097744361,18.8765664160401,-10.8765664160401
pandas,137,Statement,Metallaxis,1,1,1,0.1282051282051282,105794.2286362648,49.5,1,0.0003952979508393094,0.0003952979508393094,590,132.5,27.5,-11.5
spacy,6,Statement,Metallaxis,0,1,1,0.8620689655172413,4397.023817062378,17.0,1,0.00017076159672137735,0.00017076159672137735,50,0,0,-5.755729619959386
tornado,8,Statement,Metallaxis,0,0,0,0.0,44027.79805994034,6249.0,0,0.35782180485570314,-1,641,35.909200968523,9.2272800645682,-6.2272800645682
youtube-dl,13,Statement,Metallaxis,0,1,1,9.090909090909092,2989.8553450107574,4.0,1,3.483683298351347e-05,3.483683298351347e-05,5,5.500751879699248,2.0012531328320806,-3.0007518796992483
youtube-dl,15,Statement,Metallaxis,0,0,0,0.0,3771.366233110428,53021.0,0,0.5000613039828726,-1,12,15.533783783783782,3.0150294525294528,-3.005977130977131
youtube-dl,24,Statement,Metallaxis,0,1,1,0.1520912547528517,23554.804122686386,22.0,1,0.0002465483234714004,0.0002465483234714004,241,6.56211467324291,4.33502877106453,-6.33502877106453
youtube-dl,25,Statement,Metallaxis,0,0,1,3.4482758620689653,2646.812632083893,5.5,1,6.525169357804695e-05,6.525169357804695e-05,11,5.5,1.0019639407598198,-3.0019639407598198
black,1,Statement,Muse,0,0,0,0.0,9860.772542476654,23249.25,0,0.2502852805976898,-1,35,39.03905269761606,8.81861668757842,-3.0114491844416564
black,4,Statement,Muse,0,0,0,0.0,36802.90059328079,45413.5,0,0.5017622751579971,-1,318,95.86735464384596,20.05235338535112,-3.306065945129625
black,6,Statement,Muse,0,1,1,0.11206574523720583,60647.180084228516,162.5,1,0.0017980437284234752,0.0017980437284234752,649,0,0,-3.8744559662597986
black,7,Statement,Muse,0,1,1,0.11876484560570072,38467.157809495926,105.5,1,0.0011679527062183794,0.0011679527062183794,412,1.0002657454158916,1.0002657454158916,-3.0002657454158914
black,10,Statement,Muse,0,1,1,1.0344827586206897,36411.9872405529,1.0,1,1.1079964100916312e-05,1.1079964100916312e-05,362,1.0,1.0,-3.0
black,15,Statement,Muse,0,1,1,5.055368319691863,37823.36705946922,17.310344827586206,1,0.000192213293961516,0.000192213293961516,501,0,0,-5.46291822570176
black,18,Statement,Muse,0,0,1,0.15467904098994587,23721.572602033615,21.5,1,0.00418613707165109,0.00418613707165109,297,13.52692889561271,4.179727685325265,-3.004841149773071
fastapi,4,Statement,Muse,0,0,0,0.0,457.368346452713,2245.0,0,0.5087242238839792,-1,76,30,20,-8.602021129995407
fastapi,5,Statement,Muse,0,0,0,0.0,324.2960829734802,2229.5,0,0.5056702200045362,-1,49,0,0,-9.040816326530612
fastapi,6,Statement,Muse,0,1,1,1.8518518518518516,361.4668378829956,1.0,1,0.00022716946842344388,0.00022716946842344388,44,1.0,1.0,-3.0
fastapi,12,Statement,Muse,0,0,0,0.0,452.6882300376892,726.8,0,0.20387096774193547,-1,17,203.15172413793104,37.06206896551724,-4.055172413793104
httpie,4,Statement,Muse,0,1,1,0.2785515320334262,696.679612159729,2.0,1,0.0007791195948578107,0.0007791195948578107,142,2.0,3.6666666666666665,-5.666666666666666
keras,1,Statement,Muse,0,0,1,2.941176470588235,20474.759580373764,11.5,1,0.00030005740228565466,0.00030005740228565466,33,11.805766402834884,4.910266439346602,-3.3131537947918988
keras,5,Statement,Muse,0,0,0,0.0,108732.53878593445,18736.5,0,0.5007617062219372,-1,56,0,0,-6.670401174168297
keras,6,Statement,Muse,0,0,0,0.0,26618.655654668808,18792.5,0,0.506932642766583,-1,513,35.05775577557756,11.011551155115512,-7.0
keras,17,Statement,Muse,0,0,1,9.615384615384617,2160.1674296855927,8.0,1,0.00022588660492432798,0.00022588660492432798,23,54.075,22.05,-7.05
luigi,30,Statement,Muse,0,1,1,1.3050570962479608,134119.09413290024,23.0,1,0.0019420754876298236,0.0019420754876298236,165,150.13133940182055,29.825747724317296,-3.0221066319895966
luigi,31,Statement,Muse,0,0,1,0.2890173410404624,21219.00793480873,1.5,1,0.00012681772066283395,0.00012681772066283395,87,1.5,1.0005500550055006,-3.0005500550055006
pandas,12,Statement,Muse,1,0,1,0.1620745542949757,57601.012444257736,118.5,1,0.0009277745155607751,0.0009277745155607751,236,0,0,-11.127462882523801
pandas,23,Statement,Muse,1,0,0,0.0,17276.90990948677,42696.666666666664,0,0.33539930296436526,-1,394,248.9750778816199,59.139148494288676,-7.030114226375908
pandas,43,Statement,Muse,0,1,1,0.23134759976865238,61607.92873764038,4.0,1,3.167238089205261e-05,3.167238089205261e-05,577,19.036240090600227,13.014722536806342,-4.0079275198188
pandas,74,Statement,Muse,0,1,1,0.3546099290780142,13110.050924539566,43.5,1,0.00034715848782551097,0.00034715848782551097,86,0,0,-10.743865477647608
pandas,137,Statement,Muse,1,1,1,0.1282051282051282,105794.2286362648,371.5,1,0.0029667310855919886,0.0029667310855919886,590,550,100,-12
spacy,6,Statement,Muse,0,1,1,0.8620689655172413,4397.023817062378,1.5,1,1.5067199710709765e-05,1.5067199710709765e-05,50,1.5,3.0,-5.0
tornado,8,Statement,Muse,0,0,0,0.0,44027.79805994034,6249.0,0,0.35782180485570314,-1,641,37.34221146085553,10.161420500403551,-5.787732041969329
youtube-dl,13,Statement,Muse,0,1,1,9.090909090909092,2989.8553450107574,3.0,1,2.61276247376351e-05,2.61276247376351e-05,5,3.0,1.0006015037593987,-3.0006015037593987
youtube-dl,15,Statement,Muse,0,0,0,0.0,3771.366233110428,53021.0,0,0.5000613039828726,-1,12,6.510135135135135,1.0046344421344422,-3.004634442134442
youtube-dl,24,Statement,Muse,0,1,1,0.1520912547528517,23554.804122686386,121.0,1,0.0013560157790927022,0.0013560157790927022,241,0,0,-5.3913717504643115
youtube-dl,25,Statement,Muse,0,0,1,3.4482758620689653,2646.812632083893,5.0,1,5.931972143458814e-05,5.931972143458814e-05,11,8.008692852543465,3.006640373470702,-3.000965872504829
black,1,Statement,PS,0,0,0,0.0,93.75341796875,23226.75,0,0.2500430612222928,-1,5,26.962515683814303,8.991844416562108,-3.80034504391468
black,4,Statement,PS,0,0,0,0.0,4539.681412220001,45262.0,0,0.5000883899765767,-1,15,415.3280896048326,54.64497860558772,-3.0060407752328215
black,6,Statement,PS,0,1,1,0.11206574523720583,169262.10593223572,2659.1176470588234,0,0.02942282959036496,-1,1,1.6664921465968585,1.6664921465968585,-3.6664921465968585
black,7,Statement,PS,0,1,1,0.11876484560570072,14672.780691862106,1.0,1,1.1070641765103124e-05,1.1070641765103124e-05,1,1.0,1.0,-3.0
black,10,Statement,PS,0,1,1,1.0344827586206897,38684.765807151794,5.0,1,5.5399820504581564e-05,5.5399820504581564e-05,9,15.269058295964125,5.125560538116592,-3.0358744394618835
black,15,Statement,PS,0,1,1,5.055368319691863,113452.8176958561,784.1130434782609,0,0.008706756129141896,-1,1,10,10,-12
black,18,Statement,PS,0,0,1,0.15467904098994587,29421.612568616867,369.7142857142857,0,0.07198486871384067,-1,3,6.026928895612708,3.011195158850227,-3.000302571860817
fastapi,4,Statement,PS,0,0,0,0.0,2511.5323479175568,2207.5,0,0.5002266032177657,-1,1,10,10,-12
fastapi,5,Statement,PS,0,0,0,0.0,205.59823203086853,2208.5,0,0.5009072352007258,-1,7,20.0,5.0,-7.0
fastapi,6,Statement,PS,0,1,1,1.8518518518518516,457.0858738422394,1.0,1,0.00022716946842344388,0.00022716946842344388,2,1.0,1.0,-3.0
fastapi,12,Statement,PS,0,0,0,0.0,35.077723026275635,714.8,0,0.2005049088359046,-1,2,11.055172413793104,6.055172413793104,-3.0551724137931036
httpie,4,Statement,PS,0,1,1,0.2785515320334262,220.40973734855652,1.0,1,0.00038955979742890534,0.00038955979742890534,3,1.0,1.0,-3.0
keras,1,Statement,PS,0,0,1,2.941176470588235,627.9061393737793,2021.9473684210527,0,0.052756545645803184,-1,5,7.534381139489194,2.233460519463369,-3.2275666098366504
keras,5,Statement,PS,0,0,0,0.0,55.69915580749512,18709.0,0,0.5000267265341031,-1,1,10,10,-12
keras,6,Statement,PS,0,0,0,0.0,4203.084482192993,18538.0,0,0.500067438159208,-1,4,46.01155115511551,16.011551155115512,-3.0115511551155114
keras,17,Statement,PS,0,0,1,9.615384615384617,145.79922080039978,17710.5,0,0.5000705895640388,-1,4,100,40,-12
luigi,30,Statement,PS,0,1,1,1.3050570962479608,7757.297324419022,2.0,1,0.0001688761293591151,0.0001688761293591151,24,7.0,6.0,-4.0
luigi,31,Statement,PS,0,0,1,0.2890173410404624,960.8979938030243,5916.5,0,0.5002113628677713,-1,4,10.333333333333332,4.1342134213421335,-3.0451045104510452
pandas,12,Statement,PS,1,0,1,0.1620745542949757,24271.84233021736,9826.0,0,0.07693090624388334,-1,1,5,5,-7
pandas,23,Statement,PS,1,0,0,0.0,99578.901201725,42440.666666666664,0,0.33338832111818967,-1,10,112.93042575285565,17.83088562527815,-4.311674825693517
pandas,43,Statement,PS,0,1,1,0.23134759976865238,28776.36675977707,3.0,1,2.3754285669039456e-05,2.3754285669039456e-05,8,33.0,21.0,-5.0
pandas,74,Statement,PS,0,1,1,0.3546099290780142,3342.62832403183,1.0,1,7.980654892540482e-06,7.980654892540482e-06,1,1.0,1.0,-3.0
