technique,experiment_time_seconds,e_inspect,@1,@1%,@3,@3%,@5,@5%,@10,@10%,exam_score,java_exam_score,cumulative_distance,sv_comp_overall_score
Tarantula,1725.5452588172186,833.4114357864356,3,7.142857142857142,10,23.809523809523807,13,30.952380952380953,18,42.857142857142854,0.006802047086120662,0.001852224252099376,73.70411127531122,-4.207203054606541
Ochiai,1725.5452588172186,824.6852453102451,3,7.142857142857142,10,23.809523809523807,13,30.952380952380953,18,42.857142857142854,0.006733464769448151,0.0017819691959958285,75.275708096711,-3.872372606206779
DStar,1725.5452588172186,823.5900072150071,2,4.761904761904762,9,21.428571428571427,12,28.57142857142857,18,42.857142857142854,0.006728664395308205,0.0017770517395597854,88.26271817201206,-4.083626657025199
Metallaxis,29799.175569290208,14506.734988662132,3,7.142857142857142,7,16.666666666666664,9,21.428571428571427,11,26.190476190476193,0.1721599625176657,0.0002519834799297213,124.1136883261587,-4.693567503009592
Muse,29799.175569290208,14530.496893424037,0,0.0,3,7.142857142857142,7,16.666666666666664,9,21.428571428571427,0.17247685694574405,0.0008857723360864847,82.29625417594163,-5.283221491552074
PS,15972.15033849648,22847.02876576361,1,2.380952380952381,2,4.761904761904762,3,7.142857142857142,3,7.142857142857142,0.27861196417079476,2.3971379930046436e-05,13.05643251223745,-8.373658326988163
ST,2.1280182940619334,15174.4738711859,0,0.0,0,0.0,0,0.0,5,11.904761904761903,0.17226288044301047,0.0003469045961527693,34.95800175804023,-6.4984313244406655
SBFL,1725.5452588172186,827.2288961038959,2.6666666666666665,6.349206349206349,9.666666666666666,23.015873015873012,12.666666666666666,30.15873015873016,18.0,42.857142857142854,0.006754725416959006,0.0018037483958849966,79.08084584801144,-4.05440077261284
MBFL,29799.175569290208,14518.615941043085,1.5,3.571428571428571,5.0,11.904761904761903,8.0,19.047619047619044,10.0,23.80952380952381,0.17231840973170487,0.0005688779080081029,103.20497125105015,-4.988394497280833
