project_name,bug_number,experiment_time_seconds,e_inspect,exam_score,cumulative_distance,sv_comp_overall_score
black,1,0.6854918003082275,23223.0,0.2500026913263933,0,-10
black,3,0.6290433406829834,45662.5,0.5000054750120451,0,-10
black,4,0.5745937824249268,45254.5,0.5000055243735361,0,-10
black,6,1.1557211875915527,2824.28125,0.03125034577764008,0,-10
black,7,0.6276981830596924,22582.5,0.25000276766044127,0,-10
black,8,0.5991418361663818,30108.0,0.33333702379238955,0,-10
black,10,0.942033052444458,22563.5,0.2500027699910252,0,-10
black,11,0.5091359615325928,30079.333333333332,0.33333702730956627,0,-10
black,14,2.250056743621826,3.090909090909091,3.434839577838011e-05,0.005126744517231559,1.0294485728834917
black,15,0.30411195755004883,783.1217391304348,0.008695748730045468,0,-10
black,18,0.32663536071777344,428.0833333333333,0.08334955867082035,0,-10
black,19,0.317777156829834,1493.0,0.333407771326485,0,-10
black,23,0.29166126251220703,203.38888888888889,0.055570734669095324,0,-10
cookiecutter,1,2.7894608974456787,21.5,0.014079895219384414,1.6231203007518795,-1.7914160401002506
cookiecutter,2,0.7817788124084473,187.5,0.12508338892595064,0,-10
cookiecutter,3,0.8879377841949463,731.0,0.5003422313483915,0,-10
cookiecutter,4,0.3407151699066162,82.0909090909091,0.09100987704091917,0,-10
fastapi,1,0.4048163890838623,39.14912280701754,0.008773895743392546,0,-10
fastapi,2,0.47297072410583496,2227.5,0.5001122586439156,0,-10
fastapi,3,4.4210333824157715,5.125,0.001157930411206507,0.1190904419321685,-0.257939362795478
fastapi,4,0.42542433738708496,2207.0,0.5001133016088829,0,-10
fastapi,5,0.43041467666625977,2205.0,0.5001134044000908,0,-10
fastapi,6,0.4800584316253662,1100.75,0.2500567923671059,0,-10
fastapi,7,1.9613683223724365,3.0,0.0006984866123399302,0.5217391304347827,-0.08695652173913038
fastapi,9,0.43376779556274414,632.6666666666666,0.16671058410188844,0,-10
fastapi,10,0.5058250427246094,1261.3333333333333,0.33342144682350866,0,-10
fastapi,11,1.3891072273254395,1435.3333333333333,0.38163608969245766,550.0,-12.0
