project_name,bug_number,granularity,technique,crashing,predicate,mutable_bug,percentage_of_mutants_on_ground_truth,experiment_time_seconds,e_inspect,is_bug_localized,exam_score,java_exam_score,output_length,cumulative_distance,cumulative_distance2,sv_comp_overall_score
pandas,74,Statement,Tarantula,0,1,1,0.3546099290780142,134.1193699836731,96.5,1,0.0007701331971301565,0.0007701331971301565,7666,80.0,80.0,-12.0
pandas,77,Statement,Tarantula,1,0,0,0.0,0.4080839157104492,14.0,1,0.00011173362703315296,0.00011173362703315296,27,0,0,-9.337112622826908
pandas,81,Statement,Tarantula,1,1,1,2.1505376344086025,23140.768271684647,87.5,1,0.000700224071702945,0.000700224071702945,17245,207.5,207.5,-7.0
pandas,84,Statement,Tarantula,1,0,0,0.0,42.223748207092285,2.6666666666666665,1,2.1355543098155415e-05,2.1355543098155415e-05,6888,12.666666666666666,12.666666666666666,-4.019212962962963
pandas,116,Statement,Tarantula,1,0,0,0.0,2121.0391430854797,183.5,1,0.0014703290011378023,0.0014703290011378023,8989,105.0,105.0,-12.0
pandas,137,Statement,Tarantula,1,1,1,0.1282051282051282,3366.506372451782,347.5,1,0.0027750714730638386,0.0027750714730638386,10639,0,0,-9.255236433951293
pandas,141,Statement,Tarantula,1,0,1,6.2645011600928076,46.401092290878296,92.5,1,0.0007409780910802259,0.0007409780910802259,3588,0,0,-12.0
pandas,143,Statement,Tarantula,1,1,1,0.49261083743842365,2166.20321059227,51.5,1,0.0004127462452113421,0.0004127462452113421,10692,0,0,-12.0
pandas,146,Statement,Tarantula,1,1,1,19.047619047619047,48.27202129364014,2.5,1,2.0057927294025143e-05,2.0057927294025143e-05,3610,2.5,2.5,-3.008064516129032
pandas,168,Statement,Tarantula,1,1,0,0.0,6296.336213111877,6.5,1,5.170630816959669e-05,5.170630816959669e-05,13476,32.504418262150224,32.504418262150224,-3.004418262150221
spacy,1,Statement,Tarantula,0,0,0,0,3.3847854137420654,1.0,1,9.429958979678439e-06,9.429958979678439e-06,474,1.0,1.0,-3.0
spacy,2,Statement,Tarantula,0,0,0,0.0,275.0050346851349,9.0,1,8.49898484347703e-05,8.49898484347703e-05,36955,19.0,19.0,-7.0
spacy,3,Statement,Tarantula,0,0,0,0.0,6.040996313095093,3.0,1,2.8053113895642416e-05,2.8053113895642416e-05,261,4.003552397868561,4.003552397868561,-3.003552397868561
spacy,4,Statement,Tarantula,1,0,1,46.51162790697674,4.43233323097229,13.0,1,0.0001294665976178146,0.0001294665976178146,365,2.0851063829787235,2.0851063829787235,-3.049645390070922
spacy,5,Statement,Tarantula,1,0,0,0.0,38.57931137084961,1.0,1,1.002194806626512e-05,1.002194806626512e-05,1382,1.0,1.0,-3.0
spacy,6,Statement,Tarantula,0,1,1,0.8620689655172413,34.51030898094177,18.666666666666664,1,0.00018750292973327706,0.00018750292973327706,1433,22.5,22.5,-7.0
keras,1,Statement,Ochiai,0,0,1,2.941176470588235,1049.5740146636963,1.0,1,2.6091948024839534e-05,2.6091948024839534e-05,7238,1.0,1.0,-3.0
keras,3,Statement,Ochiai,1,0,0,0.0,184.52024579048157,94.25,1,0.0024612210790202122,0.0024612210790202122,5320,0,0,-11.772504917040697
keras,5,Statement,Ochiai,0,0,0,0.0,334.0135052204132,67.5,1,0.0018040410519563823,0.0018040410519563823,1535,0,0,-7.0571151093845845
keras,6,Statement,Ochiai,0,0,0,0.0,45.33613181114197,70.5,1,0.0019017560896657764,0.0019017560896657764,4139,0,0,-12.0
keras,7,Statement,Ochiai,0,0,0,0.0,16.23026442527771,8.5,1,0.00022974214822422834,0.00022974214822422834,2235,10.791304347826086,10.791304347826086,-3.6144927536231886
keras,10,Statement,Ochiai,1,1,1,25.0,87.1016194820404,1.5,1,4.044107735030061e-05,4.044107735030061e-05,4133,1.5,1.5,-3.0008250825082508
keras,14,Statement,Ochiai,1,0,1,45.45454545454545,26.784066915512085,1.5,1,4.1849175571241246e-05,4.1849175571241246e-05,2471,1.5,1.5,-7.5
keras,17,Statement,Ochiai,0,0,1,9.615384615384617,29.182665824890137,4.5,1,0.00012706121526993448,0.00012706121526993448,2483,14.5,14.5,-4.0375
keras,18,Statement,Ochiai,1,0,0,0.0,28.64491105079651,19.5,1,0.0005511276920468034,0.0005511276920468034,1913,17.28179124886053,17.28179124886053,-3.0006836827711942
keras,20,Statement,Ochiai,1,1,0,0.0,1174.6866481304169,21.363636363636363,1,0.0006033562009612619,0.0006033562009612619,8487,31.649168928086837,31.649168928086837,-7.0
keras,26,Statement,Ochiai,1,0,0,0.0,32.99368643760681,22.0,1,0.000563481289859898,0.000563481289859898,1504,0,0,-3.013913410816607
keras,31,Statement,Ochiai,1,0,0,0.0,28.89354920387268,9.0,1,0.00023336617746201317,0.00023336617746201317,1402,9.0,9.0,-3.0059228548160215
keras,33,Statement,Ochiai,1,1,1,95.45454545454545,6.845127820968628,1.6666666666666665,1,4.346503238144912e-05,4.346503238144912e-05,963,1.6666666666666665,1.6666666666666665,-3.0034530386740332
keras,35,Statement,Ochiai,1,1,1,0.2145922746781116,18.091214179992676,7.5,1,0.00019959548648073238,0.00019959548648073238,1350,7.5,7.5,-3.048256467941507
keras,38,Statement,Ochiai,1,0,1,0.11771630370806356,182.33350825309753,13.5,1,0.00036941768826619965,0.00036941768826619965,6056,26.820566388115132,26.820566388115132,-4.008588672237697
keras,40,Statement,Ochiai,0,0,1,1.342281879194631,147.71782660484314,12.5,1,0.00035330695308083665,0.00035330695308083665,5859,7.793707973102786,7.793707973102786,-3.1594620557156583
keras,41,Statement,Ochiai,0,1,1,8.333333333333332,16.664397478103638,1.6666666666666665,1,4.8118101067259477e-05,4.8118101067259477e-05,1074,1.6666666666666665,1.6666666666666665,-3.001048951048951
keras,43,Statement,Ochiai,0,0,0,0.0,125.69938063621521,3.6666666666666665,1,0.00010640047203118501,0.00010640047203118501,4779,3.6666666666666665,3.6666666666666665,-3.0760869565217392
pandas,2,Statement,Ochiai,1,1,1,0.6765899864682002,1341.9947276115417,66.0,1,0.0005138386079644984,0.0005138386079644984,8158,27.50108365843086,27.50108365843086,-7.627329865626354
pandas,12,Statement,Ochiai,1,0,1,0.1620745542949757,2552.903843164444,95.0,1,0.0007437854766099041,0.0007437854766099041,8671,0,0,-11.148936170212766
pandas,23,Statement,Ochiai,1,0,0,0.0,49.26249623298645,16.5,1,0.00012961406430428668,0.00012961406430428668,2561,4.004153686396677,4.004153686396677,-4.293724966622163
pandas,43,Statement,Ochiai,0,1,1,0.23134759976865238,85.88211822509766,923.75,1,0.007314340462258399,0.007314340462258399,5586,0,0,-11.880952380952381
pandas,54,Statement,Ochiai,0,1,0,0.0,25445.52511405945,5839.333333333333,1,0.04642534392333643,0.04642534392333643,17507,10.57905982905983,10.57905982905983,-3.0017094017094017
pandas,56,Statement,Ochiai,0,0,0,0.0,1699.1994307041168,188.0,1,0.0014948039660011609,0.0014948039660011609,7765,0,0,-11.777777777777779
pandas,68,Statement,Ochiai,1,0,0,0.0,23.321685075759888,26315.0,0,0.20974478328099344,-1,1528,0,0,-6.760933476612396
pandas,72,Statement,Ochiai,1,1,1,1.6006739679865205,15.268394708633423,3.25,1,2.5925128229672706e-05,2.5925128229672706e-05,4158,3.25,3.25,-8.250078492935636
pandas,74,Statement,Ochiai,0,1,1,0.3546099290780142,134.1193699836731,96.5,1,0.0007701331971301565,0.0007701331971301565,7666,80.0,80.0,-12.0
pandas,77,Statement,Ochiai,1,0,0,0.0,0.4080839157104492,14.0,1,0.00011173362703315296,0.00011173362703315296,27,0,0,-9.337112622826908
pandas,81,Statement,Ochiai,1,1,1,2.1505376344086025,23140.768271684647,87.5,1,0.000700224071702945,0.000700224071702945,17245,207.5,207.5,-7.0
pandas,84,Statement,Ochiai,1,0,0,0.0,42.223748207092285,2.6666666666666665,1,2.1355543098155415e-05,2.1355543098155415e-05,6888,12.666666666666666,12.666666666666666,-4.019212962962963
pandas,116,Statement,Ochiai,1,0,0,0.0,2121.0391430854797,183.5,1,0.0014703290011378023,0.0014703290011378023,8989,105.0,105.0,-12.0
pandas,137,Statement,Ochiai,1,1,1,0.1282051282051282,3366.506372451782,245.5,1,0.001960518119819201,0.001960518119819201,10639,1.782767433369843,1.782767433369843,-3.782767433369843
pandas,141,Statement,Ochiai,1,0,1,6.2645011600928076,46.401092290878296,92.5,1,0.0007409780910802259,0.0007409780910802259,3588,0,0,-12.0
pandas,143,Statement,Ochiai,1,1,1,0.49261083743842365,2166.20321059227,51.5,1,0.0004127462452113421,0.0004127462452113421,10692,0,0,-12.0
pandas,146,Statement,Ochiai,1,1,1,19.047619047619047,48.27202129364014,2.5,1,2.0057927294025143e-05,2.0057927294025143e-05,3610,2.5,2.5,-3.008064516129032
pandas,168,Statement,Ochiai,1,1,0,0.0,6296.336213111877,6.5,1,5.170630816959669e-05,5.170630816959669e-05,13476,32.504418262150224,32.504418262150224,-3.004418262150221
spacy,1,Statement,Ochiai,0,0,0,0,3.3847854137420654,1.0,1,9.429958979678439e-06,9.429958979678439e-06,474,1.0,1.0,-3.0
spacy,2,Statement,Ochiai,0,0,0,0.0,275.0050346851349,9.0,1,8.49898484347703e-05,8.49898484347703e-05,36955,19.0,19.0,-7.0
spacy,3,Statement,Ochiai,0,0,0,0.0,6.040996313095093,3.0,1,2.8053113895642416e-05,2.8053113895642416e-05,261,4.003552397868561,4.003552397868561,-3.003552397868561
spacy,4,Statement,Ochiai,1,0,1,46.51162790697674,4.43233323097229,13.0,1,0.0001294665976178146,0.0001294665976178146,365,2.0851063829787235,2.0851063829787235,-3.049645390070922
spacy,5,Statement,Ochiai,1,0,0,0.0,38.57931137084961,1.0,1,1.002194806626512e-05,1.002194806626512e-05,1382,1.0,1.0,-3.0
spacy,6,Statement,Ochiai,0,1,1,0.8620689655172413,34.51030898094177,18.666666666666664,1,0.00018750292973327706,0.00018750292973327706,1433,22.5,22.5,-7.0
keras,1,Statement,DStar,0,0,1,2.941176470588235,1049.5740146636963,10.0,1,0.00026091948024839533,0.00026091948024839533,7238,19.399621633652348,19.399621633652348,-3.0156910750055643
keras,3,Statement,DStar,1,0,0,0.0,184.52024579048157,94.25,1,0.0024612210790202122,0.0024612210790202122,5320,0,0,-11.772504917040697
keras,5,Statement,DStar,0,0,0,0.0,334.0135052204132,67.5,1,0.0018040410519563823,0.0018040410519563823,1535,0,0,-7.0571151093845845
keras,6,Statement,DStar,0,0,0,0.0,45.33613181114197,70.5,1,0.0019017560896657764,0.0019017560896657764,4139,0,0,-12.0
keras,7,Statement,DStar,0,0,0,0.0,16.23026442527771,8.5,1,0.00022974214822422834,0.00022974214822422834,2235,10.791304347826086,10.791304347826086,-3.6144927536231886
keras,10,Statement,DStar,1,1,1,25.0,87.1016194820404,1.5,1,4.044107735030061e-05,4.044107735030061e-05,4133,1.5,1.5,-3.0008250825082508
keras,14,Statement,DStar,1,0,1,45.45454545454545,26.784066915512085,1.5,1,4.1849175571241246e-05,4.1849175571241246e-05,2471,1.5,1.5,-7.5
keras,17,Statement,DStar,0,0,1,9.615384615384617,29.182665824890137,4.5,1,0.00012706121526993448,0.00012706121526993448,2483,14.5,14.5,-4.0375
keras,18,Statement,DStar,1,0,0,0.0,28.64491105079651,19.5,1,0.0005511276920468034,0.0005511276920468034,1913,17.28179124886053,17.28179124886053,-3.0006836827711942
keras,20,Statement,DStar,1,1,0,0.0,1174.6866481304169,21.363636363636363,1,0.0006033562009612619,0.0006033562009612619,8487,31.649168928086837,31.649168928086837,-7.0
keras,26,Statement,DStar,1,0,0,0.0,32.99368643760681,22.0,1,0.000563481289859898,0.000563481289859898,1504,0,0,-3.013913410816607
keras,31,Statement,DStar,1,0,0,0.0,28.89354920387268,9.0,1,0.00023336617746201317,0.00023336617746201317,1402,9.0,9.0,-3.0059228548160215
keras,33,Statement,DStar,1,1,1,95.45454545454545,6.845127820968628,1.6666666666666665,1,4.346503238144912e-05,4.346503238144912e-05,963,1.6666666666666665,1.6666666666666665,-3.0034530386740332
keras,35,Statement,DStar,1,1,1,0.2145922746781116,18.091214179992676,7.5,1,0.00019959548648073238,0.00019959548648073238,1350,7.5,7.5,-3.048256467941507
keras,38,Statement,DStar,1,0,1,0.11771630370806356,182.33350825309753,13.5,1,0.00036941768826619965,0.00036941768826619965,6056,26.820566388115132,26.820566388115132,-4.008588672237697
keras,40,Statement,DStar,0,0,1,1.342281879194631,147.71782660484314,12.5,1,0.00035330695308083665,0.00035330695308083665,5859,7.793707973102786,7.793707973102786,-3.1594620557156583
keras,41,Statement,DStar,0,1,1,8.333333333333332,16.664397478103638,1.6666666666666665,1,4.8118101067259477e-05,4.8118101067259477e-05,1074,1.6666666666666665,1.6666666666666665,-3.001048951048951
keras,43,Statement,DStar,0,0,0,0.0,125.69938063621521,3.6666666666666665,1,0.00010640047203118501,0.00010640047203118501,4779,3.6666666666666665,3.6666666666666665,-3.0760869565217392
pandas,2,Statement,DStar,1,1,1,0.6765899864682002,1341.9947276115417,52.0,1,0.0004048425396083927,0.0004048425396083927,8158,17.030992631122672,17.030992631122672,-7
pandas,12,Statement,DStar,1,0,1,0.1620745542949757,2552.903843164444,95.0,1,0.0007437854766099041,0.0007437854766099041,8671,0,0,-11.148936170212766
pandas,23,Statement,DStar,1,0,0,0.0,49.26249623298645,16.5,1,0.00012961406430428668,0.00012961406430428668,2561,4.004153686396677,4.004153686396677,-4.293724966622163
pandas,43,Statement,DStar,0,1,1,0.23134759976865238,85.88211822509766,923.75,1,0.007314340462258399,0.007314340462258399,5586,0,0,-11.880952380952381
pandas,54,Statement,DStar,0,1,0,0.0,25445.52511405945,5839.333333333333,1,0.04642534392333643,0.04642534392333643,17507,10.57905982905983,10.57905982905983,-3.0017094017094017
pandas,56,Statement,DStar,0,0,0,0.0,1699.1994307041168,188.0,1,0.0014948039660011609,0.0014948039660011609,7765,0,0,-11.777777777777779
pandas,68,Statement,DStar,1,0,0,0.0,23.321685075759888,26315.0,0,0.20974478328099344,-1,1528,0,0,-6.760933476612396
pandas,72,Statement,DStar,1,1,1,1.6006739679865205,15.268394708633423,3.25,1,2.5925128229672706e-05,2.5925128229672706e-05,4158,3.25,3.25,-8.250078492935636
pandas,74,Statement,DStar,0,1,1,0.3546099290780142,134.1193699836731,96.5,1,0.0007701331971301565,0.0007701331971301565,7666,80.0,80.0,-12.0
pandas,77,Statement,DStar,1,0,0,0.0,0.4080839157104492,14.0,1,0.00011173362703315296,0.00011173362703315296,27,0,0,-9.337112622826908
pandas,81,Statement,DStar,1,1,1,2.1505376344086025,23140.768271684647,87.5,1,0.000700224071702945,0.000700224071702945,17245,207.5,207.5,-7.0
pandas,84,Statement,DStar,1,0,0,0.0,42.223748207092285,2.6666666666666665,1,2.1355543098155415e-05,2.1355543098155415e-05,6888,12.666666666666666,12.666666666666666,-4.019212962962963
pandas,116,Statement,DStar,1,0,0,0.0,2121.0391430854797,183.5,1,0.0014703290011378023,0.0014703290011378023,8989,105.0,105.0,-12.0
pandas,137,Statement,DStar,1,1,1,0.1282051282051282,3366.506372451782,205.5,1,0.0016410854322722844,0.0016410854322722844,10639,31.78276743336984,31.78276743336984,-3.782767433369843
pandas,141,Statement,DStar,1,0,1,6.2645011600928076,46.401092290878296,92.5,1,0.0007409780910802259,0.0007409780910802259,3588,0,0,-12.0
pandas,143,Statement,DStar,1,1,1,0.49261083743842365,2166.20321059227,50.5,1,0.0004047317550130636,0.0004047317550130636,10692,0,0,-12.0
pandas,146,Statement,DStar,1,1,1,19.047619047619047,48.27202129364014,2.5,1,2.0057927294025143e-05,2.0057927294025143e-05,3610,2.5,2.5,-3.008064516129032
pandas,168,Statement,DStar,1,1,0,0.0,6296.336213111877,6.5,1,5.170630816959669e-05,5.170630816959669e-05,13476,32.504418262150224,32.504418262150224,-3.004418262150221
spacy,1,Statement,DStar,0,0,0,0,3.3847854137420654,1.0,1,9.429958979678439e-06,9.429958979678439e-06,474,1.0,1.0,-3.0
spacy,2,Statement,DStar,0,0,0,0.0,275.0050346851349,9.0,1,8.49898484347703e-05,8.49898484347703e-05,36955,19.0,19.0,-7.0
spacy,3,Statement,DStar,0,0,0,0.0,6.040996313095093,3.0,1,2.8053113895642416e-05,2.8053113895642416e-05,261,4.003552397868561,4.003552397868561,-3.003552397868561
spacy,4,Statement,DStar,1,0,1,46.51162790697674,4.43233323097229,13.0,1,0.0001294665976178146,0.0001294665976178146,365,2.0851063829787235,2.0851063829787235,-3.049645390070922
spacy,5,Statement,DStar,1,0,0,0.0,38.57931137084961,1.0,1,1.002194806626512e-05,1.002194806626512e-05,1382,1.0,1.0,-3.0
spacy,6,Statement,DStar,0,1,1,0.8620689655172413,34.51030898094177,18.666666666666664,1,0.00018750292973327706,0.00018750292973327706,1433,22.5,22.5,-7.0
keras,1,Statement,Metallaxis,0,0,1,2.941176470588235,20474.759580373764,10.5,1,0.0002739654542608151,0.0002739654542608151,33,0,0,-3.1839994061926498
keras,3,Statement,Metallaxis,1,0,0,0.0,55411.42900657654,5655.0,0,0.14767326474121273,-1,215,0,0,-11.3605577689243
keras,5,Statement,Metallaxis,0,0,0,0.0,108732.53878593445,18736.5,0,0.5007617062219372,-1,56,0,0,-6.670401174168297
keras,6,Statement,Metallaxis,0,0,0,0.0,26618.655654668808,18792.5,0,0.506932642766583,-1,513,28.65594059405941,28.65594059405941,-7.0
keras,7,Statement,Metallaxis,0,0,0,0.0,26873.766787290573,18845.0,0,0.5093518568571274,-1,691,22.504347826086956,22.504347826086956,-4.71304347826087
keras,10,Statement,Metallaxis,1,1,1,25.0,1428.1467032432556,2.0,1,5.3921436467067486e-05,5.3921436467067486e-05,8,2.0,2.0,-3.0022002200220026
keras,14,Statement,Metallaxis,1,0,1,45.45454545454545,1781.590609550476,1.5,1,4.1849175571241246e-05,4.1849175571241246e-05,6,1.5,1.5,-7.5
keras,17,Statement,Metallaxis,0,0,1,9.615384615384617,2160.1674296855927,4.5,1,0.00012706121526993448,0.00012706121526993448,23,4.5,4.5,-7.518750000000001
keras,18,Statement,Metallaxis,1,0,0,0.0,2745.791868209839,5070.142857142857,0,0.1432972374976784,-1,18,31.566317228805836,31.566317228805836,-3.2358705560619874
keras,20,Statement,Metallaxis,1,1,0,0.0,124819.54414367676,1421.16,0,0.04013669227293267,-1,5,9.418705694031559,9.418705694031559,-3.1930025154356274
keras,26,Statement,Metallaxis,1,0,0,0.0,6982.627624511719,19555.5,0,0.5008708347206926,-1,67,0,0,-3.147345132743363
keras,31,Statement,Metallaxis,1,0,0,0.0,3046.171303510666,12878.333333333334,0,0.33392971356462514,-1,34,9.006496631376322,9.006496631376322,-3.2437439846005773
keras,33,Statement,Metallaxis,1,1,1,95.45454545454545,136.22279143333435,1.0,1,2.6079019428869475e-05,2.6079019428869475e-05,3,1.0,1.0,-3.0
keras,35,Statement,Metallaxis,1,1,1,0.2145922746781116,3499.2164299488068,53.5,1,0.001423781136895891,0.001423781136895891,101,0,0,-3.0651574803149604
keras,38,Statement,Metallaxis,1,0,1,0.11771630370806356,162475.837921381,6.0,1,0.00016418563922942207,0.00016418563922942207,509,22.515552460538533,22.515552460538533,-4.109099350046425
keras,40,Statement,Metallaxis,0,0,1,1.342281879194631,13953.761546850204,1.0,1,2.826455624646693e-05,2.826455624646693e-05,63,1.0,1.0,-3.0
keras,41,Statement,Metallaxis,0,1,1,8.333333333333332,2113.677156686783,2.0,1,5.774172128071138e-05,5.774172128071138e-05,7,2.0,2.0,-3.01025641025641
keras,43,Statement,Metallaxis,0,0,0,0.0,693.9736642837524,11490.0,0,0.3334203882649952,-1,4,6.880434782608696,6.880434782608696,-3.108695652173913
pandas,2,Statement,Metallaxis,1,1,1,0.6765899864682002,45242.27771639824,6.5,1,5.0605317451049084e-05,5.0605317451049084e-05,527,7.505635023840485,7.505635023840485,-3.0056350238404854
pandas,12,Statement,Metallaxis,1,0,1,0.1620745542949757,57601.012444257736,28.5,1,0.00022313564298297124,0.00022313564298297124,236,0,0,-11.444444444444445
pandas,23,Statement,Metallaxis,1,0,0,0.0,17276.90990948677,42696.666666666664,0,0.33539930296436526,-1,394,12.612668743509865,12.612668743509865,-5.601691143747218
pandas,43,Statement,Metallaxis,0,1,1,0.23134759976865238,61607.92873764038,188.0,1,0.0014886019019264725,0.0014886019019264725,577,0,0,-12.0
pandas,54,Statement,Metallaxis,0,1,0,0.0,1070.6514387130737,41928.666666666664,0,0.333351884389816,-1,3,2.0034188034188034,2.0034188034188034,-3.005128205128205
pandas,56,Statement,Metallaxis,0,0,0,0.0,123492.80399799347,42204.0,0,0.33556758819740956,-1,421,0,0,-11.875
pandas,68,Statement,Metallaxis,1,0,0,0.0,2871.5640914440155,25165.4,0,0.20058184948430602,-1,91,7.6669167291822955,7.6669167291822955,-7.825033181372266
pandas,72,Statement,Metallaxis,1,1,1,1.6006739679865205,11336.808922052383,5.0,1,3.988481266103493e-05,3.988481266103493e-05,394,5.0,5.0,-10.071473424534648
pandas,74,Statement,Metallaxis,0,1,1,0.3546099290780142,13110.050924539566,14.5,1,0.00011571949594183699,0.00011571949594183699,86,99.55639097744361,99.55639097744361,-10.8765664160401
pandas,77,Statement,Metallaxis,1,0,0,0.0,110.27465343475342,41773.666666666664,0,0.3333945207957562,-1,11,88.02295918367346,88.02295918367346,-6.607142857142857
pandas,81,Statement,Metallaxis,1,1,1,2.1505376344086025,50137.30511569977,12.0,1,9.603072983354673e-05,9.603072983354673e-05,48,370.0,370.0,-11
pandas,84,Statement,Metallaxis,1,0,0,0.0,15465.597380638123,41798.333333333336,0,0.3347347908491498,-1,262,309.9912037037037,309.9912037037037,-4.037037037037037
pandas,116,Statement,Metallaxis,1,0,0,0.0,53511.98317742348,62548.0,0,0.5011778657393311,-1,293,120.0,120.0,-12.0
pandas,137,Statement,Metallaxis,1,1,1,0.1282051282051282,105794.2286362648,49.5,1,0.0003952979508393094,0.0003952979508393094,590,132.5,132.5,-11.5
pandas,141,Statement,Metallaxis,1,0,1,6.2645011600928076,7658.712118864059,32.5,1,0.00026034365362278205,0.00026034365362278205,98,0,0,-12.0
pandas,143,Statement,Metallaxis,1,1,1,0.49261083743842365,55284.04243397713,28.0,1,0.00022440572555179766,0.00022440572555179766,393,55.0,55.0,-12.0
pandas,146,Statement,Metallaxis,1,1,1,19.047619047619047,727.0326640605927,2.5,1,2.0057927294025143e-05,2.0057927294025143e-05,10,3.5237691001697793,3.5237691001697793,-3.0237691001697793
pandas,168,Statement,Metallaxis,1,1,0,0.0,35796.7813680172,41971.0,0,0.33387160925940657,-1,101,181.78055964653902,181.78055964653902,-7.094992636229749
spacy,1,Statement,Metallaxis,0,0,0,0,6.714038133621216,35348.666666666664,0,0.3333364766529932,-1,0,10,10,-10
spacy,2,Statement,Metallaxis,0,0,0,0.0,20776.617928266525,35384.0,0,0.33414231077954576,-1,128,30.964634146341467,30.964634146341467,-7
spacy,3,Statement,Metallaxis,0,0,0,0.0,68.90127515792847,35648.333333333336,0,0.33334891839660874,-1,2,3.015985790408526,3.015985790408526,-3.0017761989342806
spacy,4,Statement,Metallaxis,1,0,1,46.51162790697674,142.55076122283936,1.0,1,9.9589690475242e-06,9.9589690475242e-06,11,1.0,1.0,-3.0
