project_name,bug_number,granularity,technique,crashing,predicate,experiment_time_seconds,e_inspect,exam_score
black,1,Function,Muse,0,0,9860.772542476654,4.0,0.009900990099009901
black,3,Function,Muse,0,0,2934.713768720627,168.0,0.5045045045045045
black,4,Function,Muse,0,0,36802.90059328079,187.5,0.6087662337662337
black,6,Function,Muse,0,1,60647.180084228516,24.2,0.08013245033112583
black,7,Function,Muse,0,1,38467.157809495926,1.0,0.0033333333333333335
black,8,Function,Muse,0,1,40048.151502370834,41.5,0.13833333333333334
black,10,Function,Muse,0,1,36411.9872405529,1.0,0.003389830508474576
black,11,Function,Muse,0,1,55316.58390331268,52.0,0.17687074829931973
black,14,Function,Muse,1,1,11397.33365225792,8.5,0.02992957746478873
black,15,Function,Muse,0,1,37823.36705946922,8.90909090909091,0.030510585305105857
black,18,Function,Muse,0,0,23721.572602033615,2.0,0.007168458781362007
black,19,Function,Muse,0,0,14800.312005281448,4.0,0.015748031496062992
black,23,Function,Muse,0,1,7935.155114650726,1.0,0.0047169811320754715
cookiecutter,1,Function,Muse,1,0,15.119228601455688,1.0,0.01639344262295082
cookiecutter,2,Function,Muse,0,1,138.67243552207947,3.6666666666666665,0.060109289617486336
cookiecutter,3,Function,Muse,0,0,41.21637177467346,1.0,0.017543859649122806
cookiecutter,4,Function,Muse,0,1,10.85617208480835,8.4,0.22702702702702704
fastapi,1,Function,Muse,0,1,967.2091643810272,1.0,0.006493506493506494
fastapi,2,Function,Muse,0,0,1173.8808906078339,80.0,0.5194805194805194
fastapi,3,Function,Muse,1,1,1301.428593158722,1.0,0.006535947712418301
fastapi,4,Function,Muse,0,0,457.368346452713,8.0,0.053691275167785234
fastapi,5,Function,Muse,0,0,324.2960829734802,77.0,0.5273972602739726
fastapi,6,Function,Muse,0,1,361.4668378829956,1.0,0.00684931506849315
fastapi,7,Function,Muse,1,0,323.9393322467804,75.0,0.5244755244755245
fastapi,9,Function,Muse,0,1,427.9466383457184,72.0,0.5581395348837209
fastapi,10,Function,Muse,0,0,889.5487492084503,3.0,0.023255813953488372
fastapi,11,Function,Muse,1,0,587.9990510940552,73.0,0.5658914728682171
fastapi,12,Function,Muse,0,0,452.6882300376892,2.0,0.015873015873015872
fastapi,14,Function,Muse,0,0,409.0861096382141,96,1.0
fastapi,16,Function,Muse,1,1,14.806779384613037,1.0,0.010869565217391304
httpie,2,Function,Muse,0,1,664.7562539577484,23.5,0.13583815028901733
httpie,3,Function,Muse,1,0,612.1916303634644,1.0,0.005780346820809248
httpie,4,Function,Muse,0,1,696.679612159729,1.5,0.00909090909090909
httpie,5,Function,Muse,0,1,609.3335168361664,1.0,0.06666666666666667
keras,1,Function,Muse,0,0,20474.759580373764,4.0,0.0020898641588296763
keras,3,Function,Muse,1,0,55411.42900657654,21.5,0.011303890641430074
keras,5,Function,Muse,0,0,108732.53878593445,2.5,0.001348435814455232
keras,6,Function,Muse,0,0,26618.655654668808,5.0,0.00273224043715847
keras,7,Function,Muse,0,0,26873.766787290573,980.0,0.5399449035812672
keras,10,Function,Muse,1,1,1428.1467032432556,1.0,0.0005461496450027307
keras,14,Function,Muse,1,0,1781.590609550476,1.5,0.0008746355685131195
keras,17,Function,Muse,0,0,2160.1674296855927,4.5,0.0026533018867924527
keras,18,Function,Muse,1,0,2745.791868209839,2.5,0.001474056603773585
keras,20,Function,Muse,1,1,124819.54414367676,172.5,0.10164997053624042
keras,26,Function,Muse,1,0,6982.627624511719,3.6666666666666665,0.002119460500963391
keras,31,Function,Muse,1,0,3046.171303510666,4.5,0.002586206896551724
keras,33,Function,Muse,1,1,136.22279143333435,1.0,0.0005747126436781609
keras,35,Function,Muse,1,1,3499.2164299488068,5.333333333333333,0.0031280547409579668
keras,38,Function,Muse,1,0,162475.837921381,55.5,0.032957244655581946
keras,40,Function,Muse,0,0,13953.761546850204,10.5,0.006363636363636364
keras,41,Function,Muse,0,1,2113.677156686783,1.25,0.000758495145631068
keras,43,Function,Muse,0,0,693.9736642837524,1.0,0.0006082725060827251
pandas,2,Function,Muse,1,1,45242.27771639824,59.666666666666664,0.010783782155551539
pandas,12,Function,Muse,1,0,57601.012444257736,44.5,0.008007917941335253
pandas,23,Function,Muse,1,0,17276.90990948677,2.0,0.000360555255092843
pandas,43,Function,Muse,0,1,61607.92873764038,2.0,0.0003602954422626554
pandas,54,Function,Muse,0,1,1070.6514387130737,1.0,0.00018040772145047808
pandas,56,Function,Muse,0,0,123492.80399799347,147.0,0.026529507309149974
pandas,68,Function,Muse,1,0,2871.5640914440155,5529,1.0
pandas,72,Function,Muse,1,1,11336.808922052383,51.0,0.009224091155724362
pandas,74,Function,Muse,0,1,13110.050924539566,15.5,0.0028059377262853007
pandas,77,Function,Muse,1,0,110.27465343475342,3.0,0.0005429864253393666
pandas,81,Function,Muse,1,1,50137.30511569977,9.0,0.0016336903249228535
pandas,84,Function,Muse,1,0,15465.597380638123,83.0,0.015085423482370047
pandas,116,Function,Muse,1,0,53511.98317742348,83.0,0.014826723829939265
pandas,137,Function,Muse,1,1,105794.2286362648,172.0,0.03067594078830034
pandas,141,Function,Muse,1,0,7658.712118864059,9.0,0.0016105941302791697
pandas,143,Function,Muse,1,1,55284.04243397713,99.0,0.017726051924798567
pandas,146,Function,Muse,1,1,727.0326640605927,1.0,0.00017908309455587392
pandas,168,Function,Muse,1,1,35796.7813680172,12.5,0.0021941372652273124
sanic,1,Function,Muse,0,0,20964.621230602264,4.0,0.005012531328320802
sanic,3,Function,Muse,0,1,6982.3578724861145,3.5,0.004353233830845771
sanic,4,Function,Muse,0,1,7370.0145852565765,25.0,0.03209242618741977
spacy,1,Function,Muse,0,0,6.714038133621216,311.6666666666667,0.33369022127052106
spacy,2,Function,Muse,0,0,20776.617928266525,22.5,0.024141630901287552
spacy,3,Function,Muse,0,0,68.90127515792847,1.0,0.0010214504596527069
spacy,4,Function,Muse,1,0,142.55076122283936,1.5,0.001544799176107106
spacy,5,Function,Muse,1,0,4129.721351623535,1.0,0.0010319917440660474
spacy,6,Function,Muse,0,1,4397.023817062378,1.5,0.0015592515592515593
thefuck,2,Function,Muse,0,0,76.0313172340393,1.5,0.0026785714285714286
thefuck,3,Function,Muse,0,0,5.9149253368377686,277.5,0.5009025270758123
thefuck,4,Function,Muse,1,0,43.132866621017456,2.5,0.0046816479400749065
thefuck,6,Function,Muse,1,0,72.23761439323425,4.0,0.007547169811320755
thefuck,7,Function,Muse,0,0,49.34972405433655,261.5,0.5067829457364341
