technique,experiment_time_seconds,e_inspect,@1,@1%,@3,@3%,@5,@5%,@10,@10%,exam_score,java_exam_score,output_length,cumulative_distance,sv_comp_overall_score
Tarantula,3809.7575186888375,1922.0,0,0.0,2,11.11111111111111,3,16.666666666666664,4,22.22222222222222,0.015307370796756656,0.0038698759447427316,7708.555555555556,,
Ochiai,3809.7575186888375,1901.638888888889,0,0.0,2,11.11111111111111,3,16.666666666666664,4,22.22222222222222,0.015147345391187466,0.003700437280022409,7708.555555555556,,
DStar,3809.7575186888375,1898.5833333333333,0,0.0,2,11.11111111111111,3,16.666666666666664,4,22.22222222222222,0.015123098544181836,0.003674764147898803,7708.555555555556,,
Metallaxis,36560.88698505031,18914.04074074074,0,0.0,1,5.555555555555555,2,11.11111111111111,3,16.666666666666664,0.1506107497132025,0.00029140831581048253,251.94444444444446,,
Muse,36560.88698505031,18954.80925925926,0,0.0,0,0.0,1,5.555555555555555,2,11.11111111111111,0.1509351600988612,0.000875347009996126,251.94444444444446,,
PS,29652.790944417316,31125.66790123457,1,5.555555555555555,2,11.11111111111111,2,11.11111111111111,2,11.11111111111111,0.24795472403001387,1.586747028078997e-05,1.3333333333333333,,
ST,1.1366146802902222,22582.193981481487,0,0.0,0,0.0,0,0.0,2,11.11111111111111,0.17997754909002636,0.000273152430304036,161.27777777777777,,
SBFL,3809.7575186888375,1907.4074074074072,0.0,0.0,2.0,11.111111111111109,3.0,16.666666666666664,4.0,22.222222222222218,0.015192604910708653,0.003748359124221315,7708.555555555556,,
MBFL,36560.88698505031,18934.425,0.0,0.0,0.5,2.7777777777777777,1.5,8.333333333333332,2.5,13.888888888888888,0.15077295490603188,0.0005833776629033042,251.94444444444446,,
