technique,experiment_time_seconds,e_inspect,@1,@1%,@3,@3%,@5,@5%,@10,@10%,exam_score,java_exam_score,output_length,cumulative_distance,sv_comp_overall_score
Tarantula,208.65312417348227,13.5,0,0.0,0,0.0,1,33.33333333333333,1,33.33333333333333,0.0009916635015072405,0.0009916635015072405,1827.3333333333333,,
Ochiai,208.65312417348227,13.5,0,0.0,0,0.0,1,33.33333333333333,1,33.33333333333333,0.0009916635015072405,0.0009916635015072405,1827.3333333333333,,
DStar,208.65312417348227,13.5,0,0.0,0,0.0,1,33.33333333333333,1,33.33333333333333,0.0009916635015072405,0.0009916635015072405,1827.3333333333333,,
Metallaxis,11772.331229448318,2260.6666666666665,0,0.0,0,0.0,0,0.0,0,0.0,0.17006972008394375,0.004841125101451961,74.0,,
Muse,11772.331229448318,2251.6666666666665,0,0.0,0,0.0,0,0.0,0,0.0,0.16941156154405393,0.0038538872916171877,74.0,,
PS,365.429003238678,4870.944444444444,0,0.0,0,0.0,0,0.0,0,0.0,0.36113788972033695,,0.0,,
ST,0.3602904478708903,4870.944444444444,0,0.0,0,0.0,0,0.0,0,0.0,0.36113788972033695,,0.0,,
SBFL,208.65312417348227,13.5,0.0,0.0,0.0,0.0,1.0,33.33333333333333,1.0,33.33333333333333,0.0009916635015072405,0.0009916635015072405,1827.3333333333333,,
MBFL,11772.331229448318,2256.1666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16974064081399884,0.004347506196534574,74.0,,
