project_name,bug_number,granularity,technique,crashing,predicate,experiment_time_seconds,e_inspect,exam_score,cumulative_distance,sv_comp_overall_score
black,1,Statement,Tarantula,0,0,-1,71.5,0.0007697193484837067,46.07306043496445,-2.892879548306148
black,3,Statement,Tarantula,0,0,-1,46853.5,0.5130469537032981,1.8891273247496423,-2.0340963280877444
black,4,Statement,Tarantula,0,0,-1,630.0,0.0069607106554116765,8.38022724821114,-2.1523677681492934
black,6,Statement,Tarantula,0,1,-1,219.0,0.002423209701690714,17.90584642233857,-2.326701570680628
black,7,Statement,Tarantula,0,1,-1,401.0,0.004439327347806352,27.92177593865077,-2.507668653430014
black,8,Statement,Tarantula,0,1,-1,252.0,0.002789987046488713,17.26734367868553,-2.3129659211927582
black,10,Statement,Tarantula,0,1,-1,1.0,1.1079964100916312e-05,0.0,8
black,11,Statement,Tarantula,0,1,-1,455.3333333333333,0.005045971534219149,20.362399252423785,-2.37022544095316
black,14,Statement,Tarantula,1,1,-1,1.0,1.1112716281240624e-05,0.0,8.0
black,15,Statement,Tarantula,0,1,-1,1.0,1.1103955228852518e-05,0.0,8.0
black,18,Statement,Tarantula,0,0,-1,1.5,0.0002920560747663551,0.000453857791225416,2.999848714069592
black,19,Statement,Tarantula,0,0,-1,16.0,0.003573023671281822,11.630250438125387,-2.2114590988750074
black,23,Statement,Tarantula,0,1,-1,127.5,0.03483606557377049,1.0816389949391814,-2.0196661635443487
cookiecutter,1,Statement,Tarantula,1,0,-1,3.0,0.0019646365422396855,0.02280701754385965,0.32982456140350846
cookiecutter,2,Statement,Tarantula,0,1,-1,1.0,0.00066711140760507,0.0,8
cookiecutter,3,Statement,Tarantula,0,0,-1,6.5,0.004449007529089665,0.5857438016528926,-1.1945592286501379
cookiecutter,4,Statement,Tarantula,0,1,-1,29.25,0.03242793791574279,135.91343186446372,-7.0
fastapi,1,Statement,Tarantula,0,1,-1,4.666666666666666,0.0010458688181682353,0.2612481857764876,-0.47895500725689377
fastapi,2,Statement,Tarantula,0,0,-1,2551.0,0.5727436012572968,16.462751722019917,-2.300201816347124
fastapi,3,Statement,Tarantula,1,1,-1,3.5,0.0007907817442385902,0.05375919044983793,0.3023163886473239
fastapi,4,Statement,Tarantula,0,0,-1,107.5,0.02435984590981192,550.0,-12.0
fastapi,5,Statement,Tarantula,0,0,-1,2380.0,0.5398049444318439,447.17391304347825,-10.130434782608695
fastapi,6,Statement,Tarantula,0,1,-1,69.0,0.01567469332121763,287.5088889306945,-7.15444164346452
fastapi,7,Statement,Tarantula,1,0,-1,38.0,0.008847497089639115,275.0,-7
fastapi,9,Statement,Tarantula,0,1,-1,831.8333333333334,0.21919191919191922,499.4959929470087,-11.081745326309248
fastapi,10,Statement,Tarantula,0,0,-1,6.0,0.0015860428231562252,0.0827123695976155,-1.0948477751756442
fastapi,11,Statement,Tarantula,1,0,-1,1369.3333333333333,0.36408756536382164,352.50651705768996,-8.409209401048908
fastapi,12,Statement,Tarantula,0,0,-1,1.0,0.00028050490883590464,0.0,8.0
fastapi,14,Statement,Tarantula,0,0,-1,870.75,0.3292060491493384,346.42857142857144,-8.2987012987013
fastapi,16,Statement,Tarantula,1,1,-1,1.0,0.00039416633819471815,0.0,8
httpie,2,Statement,Tarantula,0,1,-1,248.0,0.09044493070751276,275.0,-7
httpie,3,Statement,Tarantula,1,0,-1,223.33333333333334,0.0823196952942622,275.0,-7.0
httpie,4,Statement,Tarantula,0,1,-1,163.0,0.06349824698091157,326.9213017751478,-7.9132544378698215
httpie,5,Statement,Tarantula,0,1,-1,28.0,0.04643449419568822,7.425249169435215,-2.0830564784053154
keras,1,Statement,Tarantula,0,0,-1,1.0,2.6091948024839534e-05,0.0,8
keras,3,Statement,Tarantula,1,0,-1,197.5,0.00515746592155429,550.0,-12.0
keras,5,Statement,Tarantula,0,0,-1,139.0,0.0037149882403249945,275.0,-7.0
keras,6,Statement,Tarantula,0,0,-1,791.0,0.02133743357341318,550.0,-12.0
