project_name,bug_number,experiment_time_seconds,e_inspect,exam_score,cumulative_distance,sv_comp_overall_score
youtube-dl,2,-1,10.666666666666666,0.00010130846210588634,4.002753737214791,-1.427616050354052
youtube-dl,6,-1,1.5,2.3032275895955532e-05,0.0005900865460267506,2.999803304484658
youtube-dl,7,-1,3.5,5.5748462935236215e-05,0.010649627263045792,-0.3343982960596381
youtube-dl,13,-1,4.0,3.483683298351347e-05,0.0057644110275689225,-0.6671679197994984
youtube-dl,15,-1,53021.0,0.5000613039828726,0.2503898128898129,-2.005977130977131
youtube-dl,17,-1,2.5,2.458718122719539e-05,0.001176778242677824,0.4996077405857742
youtube-dl,18,-1,20.0,0.00019793357349273585,11.737839001291434,-2.1975893241498063
youtube-dl,20,-1,33454.666666666664,0.3333898040466248,1.2651673640167365,-2.0047071129707112
youtube-dl,21,-1,1.3333333333333333,1.3872848407917234e-05,0.00018299935950224174,4.666483667307165
youtube-dl,24,-1,143.5,0.001608167473552089,275.0,-7
youtube-dl,25,-1,5.5,6.525169357804695e-05,0.04124275595621378,-1.0019639407598198
youtube-dl,31,-1,2.666666666666667,6.631189801230087e-05,0.005657708628005658,0.8561999057048566
youtube-dl,34,-1,9125.25,0.2501919227922024,0.337705918242831,-2.0090756558877363
youtube-dl,41,-1,6837.666666666667,0.3334796462478866,0.1636661211129296,-2.01582105837425
youtube-dl,43,-1,8537.5,0.5000878631677601,0.0054894784995425435,-2.001829826166514
