project_name,bug_number,granularity,technique,crashing,predicate,experiment_time_seconds,e_inspect,exam_score,cumulative_distance,sv_comp_overall_score
black,1,Module,Muse,0,0,9860.772542476654,1.0,0.041666666666666664,Not applicable,Not applicable
black,3,Module,Muse,0,0,2934.713768720627,1.0,0.041666666666666664,Not applicable,Not applicable
black,4,Module,Muse,0,0,36802.90059328079,1.0,0.043478260869565216,Not applicable,Not applicable
black,6,Module,Muse,0,1,60647.180084228516,1.5,0.06521739130434782,Not applicable,Not applicable
black,7,Module,Muse,0,1,38467.157809495926,1.0,0.043478260869565216,Not applicable,Not applicable
black,8,Module,Muse,0,1,40048.151502370834,3.0,0.13043478260869565,Not applicable,Not applicable
black,10,Module,Muse,0,1,36411.9872405529,1.0,0.043478260869565216,Not applicable,Not applicable
black,11,Module,Muse,0,1,55316.58390331268,3.0,0.13043478260869565,Not applicable,Not applicable
black,14,Module,Muse,1,1,11397.33365225792,3.0,0.13636363636363635,Not applicable,Not applicable
black,15,Module,Muse,0,1,37823.36705946922,3.0,0.13636363636363635,Not applicable,Not applicable
black,18,Module,Muse,0,0,23721.572602033615,1.0,0.06666666666666667,Not applicable,Not applicable
black,19,Module,Muse,0,0,14800.312005281448,1.0,0.06666666666666667,Not applicable,Not applicable
black,23,Module,Muse,0,1,7935.155114650726,1.0,0.07142857142857142,Not applicable,Not applicable
cookiecutter,1,Module,Muse,1,0,15.119228601455688,1.0,0.05555555555555555,Not applicable,Not applicable
cookiecutter,2,Module,Muse,0,1,138.67243552207947,2.5,0.1388888888888889,Not applicable,Not applicable
cookiecutter,3,Module,Muse,0,0,41.21637177467346,1.0,0.05555555555555555,Not applicable,Not applicable
cookiecutter,4,Module,Muse,0,1,10.85617208480835,4.0,0.3333333333333333,Not applicable,Not applicable
fastapi,1,Module,Muse,0,1,967.2091643810272,1.0,0.025,Not applicable,Not applicable
fastapi,2,Module,Muse,0,0,1173.8808906078339,2.0,0.05,Not applicable,Not applicable
fastapi,3,Module,Muse,1,1,1301.428593158722,1.0,0.025,Not applicable,Not applicable
fastapi,4,Module,Muse,0,0,457.368346452713,3.5,0.12962962962962962,Not applicable,Not applicable
fastapi,5,Module,Muse,0,0,324.2960829734802,16.0,0.5925925925925926,Not applicable,Not applicable
fastapi,6,Module,Muse,0,1,361.4668378829956,1.0,0.037037037037037035,Not applicable,Not applicable
fastapi,7,Module,Muse,1,0,323.9393322467804,15.5,0.5961538461538461,Not applicable,Not applicable
fastapi,9,Module,Muse,0,1,427.9466383457184,3.0,0.12,Not applicable,Not applicable
fastapi,10,Module,Muse,0,0,889.5487492084503,2.0,0.08,Not applicable,Not applicable
fastapi,11,Module,Muse,1,0,587.9990510940552,3.0,0.12,Not applicable,Not applicable
fastapi,12,Module,Muse,0,0,452.6882300376892,2.0,0.08,Not applicable,Not applicable
fastapi,14,Module,Muse,0,0,409.0861096382141,14.5,0.6304347826086957,Not applicable,Not applicable
fastapi,16,Module,Muse,1,1,14.806779384613037,1.0,0.047619047619047616,Not applicable,Not applicable
httpie,2,Module,Muse,0,1,664.7562539577484,5.0,0.2,Not applicable,Not applicable
httpie,3,Module,Muse,1,0,612.1916303634644,1.0,0.04,Not applicable,Not applicable
httpie,4,Module,Muse,0,1,696.679612159729,1.5,0.06,Not applicable,Not applicable
httpie,5,Module,Muse,0,1,609.3335168361664,1.0,0.16666666666666666,Not applicable,Not applicable
keras,1,Module,Muse,0,0,20474.759580373764,1.0,0.007246376811594203,Not applicable,Not applicable
keras,3,Module,Muse,1,0,55411.42900657654,4.5,0.033582089552238806,Not applicable,Not applicable
keras,5,Module,Muse,0,0,108732.53878593445,2.0,0.015037593984962405,Not applicable,Not applicable
keras,6,Module,Muse,0,0,26618.655654668808,4.0,0.030534351145038167,Not applicable,Not applicable
keras,7,Module,Muse,0,0,26873.766787290573,11.5,0.08984375,Not applicable,Not applicable
keras,10,Module,Muse,1,1,1428.1467032432556,1.0,0.007633587786259542,Not applicable,Not applicable
keras,14,Module,Muse,1,0,1781.590609550476,1.5,0.011811023622047244,Not applicable,Not applicable
keras,17,Module,Muse,0,0,2160.1674296855927,2.0,0.015748031496062992,Not applicable,Not applicable
keras,18,Module,Muse,1,0,2745.791868209839,1.5,0.011811023622047244,Not applicable,Not applicable
keras,20,Module,Muse,1,1,124819.54414367676,1.0,0.007874015748031496,Not applicable,Not applicable
keras,26,Module,Muse,1,0,6982.627624511719,1.0,0.008064516129032258,Not applicable,Not applicable
keras,31,Module,Muse,1,0,3046.171303510666,1.0,0.008620689655172414,Not applicable,Not applicable
keras,33,Module,Muse,1,1,136.22279143333435,1.0,0.008620689655172414,Not applicable,Not applicable
keras,35,Module,Muse,1,1,3499.2164299488068,1.0,0.008620689655172414,Not applicable,Not applicable
keras,38,Module,Muse,1,0,162475.837921381,5.0,0.04424778761061947,Not applicable,Not applicable
keras,40,Module,Muse,0,0,13953.761546850204,4.5,0.04054054054054054,Not applicable,Not applicable
keras,41,Module,Muse,0,1,2113.677156686783,1.0,0.00909090909090909,Not applicable,Not applicable
keras,43,Module,Muse,0,0,693.9736642837524,1.0,0.00909090909090909,Not applicable,Not applicable
pandas,2,Module,Muse,1,1,45242.27771639824,11.5,0.049145299145299144,Not applicable,Not applicable
pandas,12,Module,Muse,1,0,57601.012444257736,9.5,0.040948275862068964,Not applicable,Not applicable
pandas,23,Module,Muse,1,0,17276.90990948677,2.0,0.008658008658008658,Not applicable,Not applicable
pandas,43,Module,Muse,0,1,61607.92873764038,2.0,0.00881057268722467,Not applicable,Not applicable
pandas,54,Module,Muse,0,1,1070.6514387130737,1.0,0.004405286343612335,Not applicable,Not applicable
pandas,56,Module,Muse,0,0,123492.80399799347,20.0,0.0881057268722467,Not applicable,Not applicable
pandas,68,Module,Muse,1,0,2871.5640914440155,1.0,0.004424778761061947,Not applicable,Not applicable
pandas,72,Module,Muse,1,1,11336.808922052383,13.5,0.059734513274336286,Not applicable,Not applicable
pandas,74,Module,Muse,0,1,13110.050924539566,4.5,0.01991150442477876,Not applicable,Not applicable
pandas,77,Module,Muse,1,0,110.27465343475342,2.0,0.008849557522123894,Not applicable,Not applicable
pandas,81,Module,Muse,1,1,50137.30511569977,4.0,0.017699115044247787,Not applicable,Not applicable
pandas,84,Module,Muse,1,0,15465.597380638123,1.0,0.004464285714285714,Not applicable,Not applicable
pandas,116,Module,Muse,1,0,53511.98317742348,11.0,0.0502283105022831,Not applicable,Not applicable
