project_name,bug_number,granularity,technique,crashing,predicate,mutable_bug,percentage_of_mutants_on_ground_truth,experiment_time_seconds,e_inspect,is_bug_localized,exam_score,cumulative_distance,sv_comp_overall_score
black,1,Statement,AvgAlfa,0,0,0,0.0,-1,14.0,1,0.00015071427802478173,,
black,3,Statement,AvgAlfa,0,0,0,0.0,-1,46853.5,0,0.5130469537032981,,
black,4,Statement,AvgAlfa,0,0,0,0.0,-1,419.0,1,0.004629425023202369,,
black,6,Statement,AvgAlfa,0,1,1,0.11206574523720583,-1,70.5,1,0.0007800743560237232,,
black,7,Statement,AvgAlfa,0,1,1,0.11876484560570072,-1,36.0,1,0.0003985431035437124,,
black,8,Statement,AvgAlfa,0,1,1,0.7784431137724551,-1,4.0,1,4.4285508674424014e-05,,
black,10,Statement,AvgAlfa,0,1,1,1.0344827586206897,-1,1.0,1,1.1079964100916312e-05,,
black,11,Statement,AvgAlfa,0,1,1,0.12526096033402923,-1,404.5,1,0.004482640158693219,,
black,14,Statement,AvgAlfa,1,1,1,5.742574257425743,-1,1.0,1,1.1112716281240624e-05,,
black,15,Statement,AvgAlfa,0,1,1,5.055368319691863,-1,1.0,1,1.1103955228852518e-05,,
black,18,Statement,AvgAlfa,0,0,1,0.15467904098994587,-1,3.5,1,0.0006814641744548286,,
black,19,Statement,AvgAlfa,0,0,1,0.20352781546811397,-1,16.5,1,0.0036846806610093793,,
black,23,Statement,AvgAlfa,0,1,1,0.06711409395973154,-1,329.0,1,0.08989071038251366,,
cookiecutter,1,Statement,AvgAlfa,1,0,0,0.0,-1,3.0,1,0.0019646365422396855,,
cookiecutter,2,Statement,AvgAlfa,0,1,1,5.555555555555555,-1,1.0,1,0.00066711140760507,,
cookiecutter,3,Statement,AvgAlfa,0,0,0,0.0,-1,7.0,1,0.004791238877481177,,
cookiecutter,4,Statement,AvgAlfa,0,1,0,0.0,-1,29.25,1,0.03242793791574279,,
fastapi,1,Statement,AvgAlfa,0,1,1,16.129032258064516,-1,1.0,1,0.00022411474675033618,,
fastapi,2,Statement,AvgAlfa,0,0,0,0.0,-1,2551.0,0,0.5727436012572968,,
fastapi,3,Statement,AvgAlfa,1,1,1,5.172413793103448,-1,3.5,1,0.0007907817442385902,,
fastapi,4,Statement,AvgAlfa,0,0,0,0.0,-1,155.0,1,0.0351234987536823,,
fastapi,5,Statement,AvgAlfa,0,0,0,0.0,-1,2381.0,0,0.5400317532320255,,
fastapi,6,Statement,AvgAlfa,0,1,1,1.8518518518518516,-1,1.0,1,0.00022716946842344388,,
fastapi,7,Statement,AvgAlfa,1,0,0,0.0,-1,1.5,1,0.0003492433061699651,,
fastapi,9,Statement,AvgAlfa,0,1,0,0.0,-1,831.8333333333334,0,0.21919191919191922,,
fastapi,10,Statement,AvgAlfa,0,0,0,0.0,-1,7.0,1,0.0018503832936822627,,
fastapi,11,Statement,AvgAlfa,1,0,0,0.0,-1,1510.6666666666667,0,0.40166622352211295,,
fastapi,12,Statement,AvgAlfa,0,0,0,0.0,-1,1.0,1,0.00028050490883590464,,
fastapi,14,Statement,AvgAlfa,0,0,0,0.0,-1,870.75,0,0.3292060491493384,,
fastapi,16,Statement,AvgAlfa,1,1,1,66.66666666666666,-1,1.0,1,0.00039416633819471815,,
httpie,2,Statement,AvgAlfa,0,1,1,1.6194331983805668,-1,28.0,1,0.010211524434719184,,
httpie,3,Statement,AvgAlfa,1,0,1,0.47393364928909953,-1,48.0,1,0.017692591227423518,,
httpie,4,Statement,AvgAlfa,0,1,1,0.2785515320334262,-1,1.0,1,0.00038955979742890534,,
httpie,5,Statement,AvgAlfa,0,1,1,27.173913043478258,-1,5.0,1,0.008291873963515755,,
keras,1,Statement,AvgAlfa,0,0,1,2.941176470588235,-1,18.0,1,0.00046965506444711163,,
keras,3,Statement,AvgAlfa,1,0,0,0.0,-1,102.5,1,0.0026766595289079227,,
keras,5,Statement,AvgAlfa,0,0,0,0.0,-1,67.5,1,0.0018040410519563823,,
keras,6,Statement,AvgAlfa,0,0,0,0.0,-1,94.5,1,0.0025491624180626364,,
keras,7,Statement,AvgAlfa,0,0,0,0.0,-1,11.0,1,0.00029731336829017787,,
