project_name,bug_number,granularity,technique,crashing,predicate,mutable_bug,percentage_of_mutants_on_ground_truth,experiment_time_seconds,e_inspect,is_bug_localized,exam_score,cumulative_distance,sv_comp_overall_score
keras,43,Statement,Average,0,0,0,0.0,-1,3.6666666666666665,1,0.00010640047203118501,0.7608695652173911,-0.07608695652173902
luigi,3,Statement,Average,1,0,1,2.4390243902439024,-1,1.0,1,4.669624095260332e-05,0.0,8
luigi,5,Statement,Average,0,0,1,3.6363636363636362,-1,2.4,1,0.0001240245982119787,5.468338557993731,-0.18641588296760658
luigi,6,Statement,Average,1,1,0,0.0,-1,4.0,1,0.00020976453930463056,30.0,5
luigi,12,Statement,Average,0,1,1,22.857142857142858,-1,46.85714285714286,1,0.002748864417291028,550.0,-12.0
luigi,13,Statement,Average,1,0,0,0.0,-1,1.0,1,5.983008256551394e-05,0.0,8
luigi,22,Statement,Average,1,0,0,0.0,-1,7257.5,0,0.5553217537684597,95.86995969025584,-2.0183112919633777
luigi,23,Statement,Average,1,0,0,0.0,-1,499.75,1,0.038186750210132195,275.0,-7
luigi,26,Statement,Average,1,1,1,16.666666666666664,-1,3.5,1,0.00028646259616958583,0.4933774834437086,0.9966887417218544
luigi,28,Statement,Average,0,0,1,33.33333333333333,-1,2.0,1,0.00016854879487611664,0.011037527593818985,1.329654157468727
luigi,29,Statement,Average,1,1,1,19.565217391304348,-1,11.666666666666666,1,0.0009794045220505932,7.670792079207921,-2.1782178217821784
luigi,30,Statement,Average,0,1,1,1.3050570962479608,-1,67.63636363636364,1,0.005711083647417347,95.29843953185956,-7.0
luigi,31,Statement,Average,0,0,1,0.2890173410404624,-1,33.5,1,0.002832262428136625,35.78722872287228,-2.016501650165017
luigi,32,Statement,Average,1,0,0,0.0,-1,6303.0,0,0.5329781836631152,260.9921875,-2.3307291666666665
pandas,2,Statement,Average,1,1,1,0.6765899864682002,-1,52.0,1,0.0004048425396083927,219.9095506429707,-2.000433463372345
pandas,12,Statement,Average,1,0,1,0.1620745542949757,-1,95.0,1,0.0007437854766099041,503.1914893617021,-11.148936170212766
pandas,23,Statement,Average,1,0,0,0.0,-1,16.5,1,0.00012961406430428668,295.22429906542055,-3.4365821094793056
pandas,43,Statement,Average,0,1,1,0.23134759976865238,-1,923.75,1,0.007314340462258399,543.452380952381,-11.880952380952381
pandas,54,Statement,Average,0,1,0,0.0,-1,5839.333333333333,1,0.04642534392333643,382.4337772386456,-2.0017094017094017
pandas,56,Statement,Average,0,0,0,0.0,-1,188.0,1,0.0014948039660011609,537.7777777777778,-11.777777777777779
pandas,68,Statement,Average,1,0,0,0.0,-1,42975.0,0,0.34253399435685705,550.0,-12.0
pandas,72,Statement,Average,1,1,1,1.6006739679865205,-1,1.5,1,1.1965443798310479e-05,0.0005651491365777079,3.9998116169544744
pandas,74,Statement,Average,0,1,1,0.3546099290780142,-1,96.5,1,0.0007701331971301565,550.0,-12.0
pandas,77,Statement,Average,1,0,0,0.0,-1,19.666666666666668,1,0.00015695914273704823,180.80862948627714,-4.9426020408163245
pandas,81,Statement,Average,1,1,1,2.1505376344086025,-1,164.5,1,0.0013164212548015366,505.0,-7.0
pandas,84,Statement,Average,1,0,0,0.0,-1,2.3333333333333335,1,1.868610021088599e-05,10.003086419753087,3.6651234567901234
pandas,116,Statement,Average,1,0,0,0.0,-1,183.5,1,0.0014703290011378023,346.2859931673987,-7.299333007971368
pandas,137,Statement,Average,1,1,1,0.1282051282051282,-1,33.0,1,0.00026353196722620625,418.0554947060972,-2.782767433369843
pandas,141,Statement,Average,1,0,1,6.2645011600928076,-1,92.5,1,0.0007409780910802259,550.0,-12.0
pandas,143,Statement,Average,1,1,1,0.49261083743842365,-1,51.5,1,0.0004127462452113421,550.0,-12.0
pandas,146,Statement,Average,1,1,1,19.047619047619047,-1,2.5,1,2.0057927294025143e-05,0.024193548387096774,0.49193548387096797
pandas,168,Statement,Average,1,1,0,0.0,-1,2.0,1,1.5909633282952828e-05,0.004418262150220913,7
sanic,1,Statement,Average,0,0,0,0.0,-1,4.5,1,0.0003387278885961611,2.309631432545202,-0.9809631432545203
sanic,3,Statement,Average,0,1,1,5.88235294117647,-1,17.5,1,0.0012862918044836457,76.43960036330607,-4.609673024523161
sanic,4,Statement,Average,0,1,1,0.2004008016032064,-1,18.5,1,0.0013499708114419148,272.22222222222223,-7.0
spacy,1,Statement,Average,0,0,0,0,-1,1.0,1,9.429958979678439e-06,0.0,8.0
spacy,2,Statement,Average,0,0,0,0.0,-1,9.0,1,8.49898484347703e-05,167.6582496413199,-7.0
spacy,3,Statement,Average,0,0,0,0.0,-1,3.0,1,2.8053113895642416e-05,0.018354055654233273,0.330373001776199
spacy,4,Statement,Average,1,0,1,46.51162790697674,-1,10.0,1,9.9589690475242e-05,2.971085651936716,-2.049645390070922
spacy,5,Statement,Average,1,0,0,0.0,-1,1.0,1,1.002194806626512e-05,0.0,8
spacy,6,Statement,Average,0,1,1,0.8620689655172413,-1,18.666666666666664,1,0.00018750292973327706,221.75583256127348,-7.0
thefuck,2,Statement,Average,0,0,0,0.0,-1,8.5,1,0.00195717246143219,16.31454005934718,-3.1824925816023737
thefuck,3,Statement,Average,0,0,0,0,-1,1.6666666666666665,1,0.0003878675044604763,0.01171875,2.99609375
thefuck,4,Statement,Average,1,0,1,37.5,-1,2.0,1,0.0004837929366231253,0.022756005056890013,2.278128950695323
thefuck,6,Statement,Average,1,0,1,4.545454545454546,-1,1.5,1,0.0003667481662591687,0.0625,2.979166666666667
thefuck,7,Statement,Average,0,0,0,0.0,-1,3.5,1,0.000885851683118198,65.0,-4.0
thefuck,8,Statement,Average,0,0,0,0.0,-1,2.666666666666667,1,0.0007000962632361951,0.1928571428571429,0.8249999999999997
thefuck,13,Statement,Average,0,0,0,0.0,-1,4.5,1,0.0017077798861480076,45.75845410628019,-2.9178743961352653
thefuck,14,Statement,Average,0,1,1,100.0,-1,1.0,1,0.00039261876717707107,0.0,8
thefuck,15,Statement,Average,0,0,1,4.3478260869565215,-1,2.0,1,0.0007914523149980214,20.0,-5.333333333333334
thefuck,17,Statement,Average,0,0,1,1.7857142857142856,-1,2.0,1,0.0008166598611678236,5.554730983302412,0.693877551020408
thefuck,19,Statement,Average,0,0,0,0.0,-1,3.5,1,0.0015597147950089127,83.33333333333334,-8.666666666666668
thefuck,20,Statement,Average,0,0,1,58.333333333333336,-1,3.0,1,0.001344688480502017,30.0,6
thefuck,25,Statement,Average,0,0,0,0.0,-1,1.0,1,0.00055005500550055,0.0,8
thefuck,26,Statement,Average,0,0,1,57.89473684210527,-1,1.6666666666666665,1,0.0009137426900584795,0.11538461538461539,2.9615384615384617
thefuck,28,Statement,Average,0,0,1,16.666666666666664,-1,1.2,1,0.0006670372429127293,0.0029850746268656717,5.997014925373134
thefuck,29,Statement,Average,0,0,0,0.0,-1,1.3333333333333333,1,0.0007419773696902244,0.011494252873563218,4.655172413793103
tornado,1,Statement,Average,0,0,1,0.11689070718877849,-1,1.0,1,5.662514156285391e-05,0.0,8
tornado,5,Statement,Average,0,1,1,27.397260273972602,-1,3.3333333333333335,1,0.00018432500184325002,0.12264922322158626,0.20178068501862434
tornado,6,Statement,Average,0,0,0,0.0,-1,6841.5,0,0.3787576814482644,40.529275599128546,-2.085375816993464
tornado,8,Statement,Average,0,0,0,0.0,-1,294.5,1,0.016863261566651397,179.55347054075867,-5.264608555286522
tqdm,4,Statement,Average,1,0,0,0.0,-1,1.0,1,0.0004938271604938272,0.0,8
tqdm,5,Statement,Average,1,1,1,1.240694789081886,-1,8.333333333333334,1,0.004313319530710835,4.432038834951455,-2.078883495145631
tqdm,6,Statement,Average,1,0,0,0.0,-1,1.0,1,0.0005307855626326964,0.0,8
tqdm,7,Statement,Average,1,0,0,0.0,-1,961.0,0,0.5265753424657534,18.622572815533985,-2.3385922330097086
tqdm,8,Statement,Average,0,0,0,0.0,-1,2.5,1,0.002206531332744925,0.09104567307692309,0.4696514423076925
tqdm,9,Statement,Average,1,1,1,4.761904761904762,-1,3.4,1,0.006343283582089552,0.14634873323397915,0.6077496274217591
youtube-dl,1,Statement,Average,0,0,1,0.2695417789757413,-1,4.333333333333334,1,3.989847372992417e-05,0.021438984649686993,-0.33547723179830213
youtube-dl,2,Statement,Average,0,0,1,1.6842105263157894,-1,14.9,1,0.00014151525800416,73.33111455586689,-2.7251848838167434
youtube-dl,6,Statement,Average,0,1,1,33.33333333333333,-1,1.5,1,2.3032275895955532e-05,0.0005900865460267506,2.999803304484658
youtube-dl,7,Statement,Average,0,1,1,4.3478260869565215,-1,5.333333333333333,1,8.495003875845518e-05,0.03274760383386581,-0.6688498402555907
youtube-dl,13,Statement,Average,0,1,1,9.090909090909092,-1,8.5,1,7.402827008996612e-05,0.02850877192982456,-2.000814536340852
youtube-dl,15,Statement,Average,0,0,0,0.0,-1,54201.5,0,0.5111950504107367,0.27234927234927236,-2.005717255717256
youtube-dl,17,Statement,Average,1,0,1,3.8461538461538463,-1,2.0,1,1.9669744981756312e-05,0.0009414225941422594,1.9996861924686193
youtube-dl,18,Statement,Average,0,0,1,0.21052631578947367,-1,11.0,1,0.0001088634654210047,0.4554865424430642,-1.5320910973084887
youtube-dl,20,Statement,Average,0,0,1,3.571428571428571,-1,34885.33333333333,0,0.3476469982494078,0.09610355648535564,-2.0048378661087867
youtube-dl,21,Statement,Average,0,1,1,88.88888888888889,-1,2.0,1,2.0809272611875853e-05,0.0008234971177600878,1.9997255009607464
youtube-dl,24,Statement,Average,0,1,1,0.1520912547528517,-1,52.25,1,0.0005855522682445759,226.56932255022846,-6.119442228185972
youtube-dl,25,Statement,Average,0,0,1,3.4482758620689653,-1,7.666666666666667,1,9.095690619970183e-05,0.07902593221331147,-1.0931042556927941
youtube-dl,31,Statement,Average,0,1,1,58.139534883720934,-1,3.2,1,7.957427761476103e-05,0.006600660066006601,0.6655665566556661
youtube-dl,34,Statement,Average,0,1,0,0.0,-1,9314.25,0,0.25537383818166864,0.3871966959215281,-2.0070399399258463
youtube-dl,41,Statement,Average,0,0,0,0.0,-1,8.666666666666668,1,0.00042268175315385623,0.4227495908346972,-1.2093944353518822
youtube-dl,43,Statement,Average,0,0,0,0.0,-1,2.5,1,0.00014643861293345828,0.004117108874656907,0.49862763037511426
