project_name,bug_number,granularity,technique,crashing,predicate,mutable_bug,percentage_of_mutants_on_ground_truth,experiment_time_seconds,e_inspect,is_bug_localized,exam_score,cumulative_distance,sv_comp_overall_score
luigi,32,Module,AvgAlfa,1,0,0,0.0,-1,1.0,1,0.013513513513513514,,
pandas,2,Module,AvgAlfa,1,1,1,0.6765899864682002,-1,1.0,1,0.004273504273504274,,
pandas,12,Module,AvgAlfa,1,0,1,0.1620745542949757,-1,9.0,1,0.03879310344827586,,
pandas,23,Module,AvgAlfa,1,0,0,0.0,-1,2.0,1,0.008658008658008658,,
pandas,43,Module,AvgAlfa,0,1,1,0.23134759976865238,-1,6.0,1,0.02643171806167401,,
pandas,54,Module,AvgAlfa,0,1,0,0.0,-1,1.0,1,0.004405286343612335,,
pandas,56,Module,AvgAlfa,0,0,0,0.0,-1,13.0,1,0.05726872246696035,,
pandas,68,Module,AvgAlfa,1,0,0,0.0,-1,1.0,1,0.004424778761061947,,
pandas,72,Module,AvgAlfa,1,1,1,1.6006739679865205,-1,3.0,1,0.01327433628318584,,
pandas,74,Module,AvgAlfa,0,1,1,0.3546099290780142,-1,4.0,1,0.017699115044247787,,
pandas,77,Module,AvgAlfa,1,0,0,0.0,-1,1.5,1,0.00663716814159292,,
pandas,81,Module,AvgAlfa,1,1,1,2.1505376344086025,-1,6.0,1,0.02654867256637168,,
pandas,84,Module,AvgAlfa,1,0,0,0.0,-1,2.0,1,0.008928571428571428,,
pandas,116,Module,AvgAlfa,1,0,0,0.0,-1,7.0,1,0.0319634703196347,,
pandas,137,Module,AvgAlfa,1,1,1,0.1282051282051282,-1,1.0,1,0.004545454545454545,,
pandas,141,Module,AvgAlfa,1,0,1,6.2645011600928076,-1,4.0,1,0.0182648401826484,,
pandas,143,Module,AvgAlfa,1,1,1,0.49261083743842365,-1,5.0,1,0.0228310502283105,,
pandas,146,Module,AvgAlfa,1,1,1,19.047619047619047,-1,1.0,1,0.004651162790697674,,
pandas,168,Module,AvgAlfa,1,1,0,0.0,-1,1.0,1,0.004761904761904762,,
sanic,1,Module,AvgAlfa,0,0,0,0.0,-1,1.0,1,0.011494252873563218,,
sanic,3,Module,AvgAlfa,0,1,1,5.88235294117647,-1,1.0,1,0.011494252873563218,,
