technique,experiment_time_seconds,@1,@1%,@3,@3%,@5,@5%,@10,@10%,exam_score,cumulative_distance,sv_comp_overall_score
Average,-1,17,14,41,34,57,47,72,60,0.044,122.60523328860482,-0.9609918461774926
